name,date,collected_at,left_days,is_jannies,available,price_per_deal,unit,price_per_unit,after,after_and_js_jannies,artistname
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-10,2019-06-07,3,1,1,23000,1,23000.0,0,0,キスマイフットツー
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-21,2019-07-20,1,1,1,275000,2,137500.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-24,0,1,0,18000,1,18000.0,1,1,ジャニーズJr
舞台 マラソン,2019-06-16,2019-06-12,4,1,1,20000,1,20000.0,0,0,ジャニーズJr
ミュージカル ドン・ジュアン,2019-09-04,2019-08-05,30,1,1,50000,1,50000.0,1,1,キスマイフットツー
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-18,2019-07-14,4,1,1,50000,2,25000.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-18,2019-07-13,5,1,1,16000,2,8000.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-18,2019-07-13,5,1,0,17000,2,8500.0,1,1,ジャニーズJr
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-07-12,2019-06-25,17,1,1,16000,3,5333.333333333333,1,1,キスマイフットツー
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-15,2019-06-04,11,1,1,60000,2,30000.0,0,0,キスマイフットツー
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-19,2019-07-16,3,1,1,45000,1,45000.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-18,2019-07-08,10,1,0,20000,1,20000.0,1,1,ジャニーズJr
HiHi Jets ７ MEN 侍 パパママ一番 裸の少年 夏祭り!,2019-08-03,2019-08-03,0,1,0,35000,1,35000.0,1,1,ジャニーズJr
山田ジャパン HEY！ポール！,2019-07-18,2019-07-15,3,1,1,20000,2,10000.0,1,1,ジャニーズJr
HiHi Jets ジャニーズ銀座2019 Tokyo Experience,2019-05-22,2019-05-22,0,1,1,180000,1,180000.0,0,0,ジャニーズJr
HiHi Jets ジャニーズ銀座2019 Tokyo Experience,2019-05-22,2019-05-21,1,1,0,66000,1,66000.0,0,0,ジャニーズJr
HiHi Jets ７ MEN 侍 パパママ一番 裸の少年 夏祭り! オープンライブ,2019-07-20,2019-07-19,1,1,1,225000,1,225000.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-19,2019-07-16,3,1,1,20000,1,20000.0,1,1,ジャニーズJr
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-19,4,1,0,7500,2,3750.0,1,1,キスマイフットツー
HAMLET ハムレット,2019-10-05,2019-06-16,111,1,1,50000,2,25000.0,1,1,セクシーゾーン
ジャニーズJr. 8・8祭り 東京ドームから始まる,2019-08-08,2019-08-08,0,1,0,20000,2,10000.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-19,2019-07-14,5,1,1,9000,2,4500.0,1,1,ジャニーズJr
HiHi Jets ジャニーズ銀座2019 Tokyo Experience,2019-05-22,2019-05-17,5,1,1,130000,1,130000.0,0,0,ジャニーズJr
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-07-13,2019-06-29,14,1,1,29000,1,29000.0,1,1,キスマイフットツー
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-07-12,2019-06-29,13,1,1,25000,2,12500.0,1,1,キスマイフットツー
舞台 GOOD PEOPLE,2019-07-18,2019-07-01,17,1,1,8500,1,8500.0,1,1,ジャニーズJr
ジャニーズJr. 8・8祭り 東京ドームから始まる,2019-08-08,2019-08-07,1,1,1,23000,4,5750.0,1,1,ジャニーズJr
ジャニーズJr. ジャニーズ IsLAND Festival,2019-05-25,2019-05-21,4,1,0,32000,2,16000.0,0,0,ジャニーズJr
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-07-13,2019-07-13,0,1,0,24000,2,12000.0,1,1,キスマイフットツー
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-15,2019-06-12,3,1,1,30000,1,30000.0,0,0,キスマイフットツー
HiHi Jets ７ MEN 侍 パパママ一番 裸の少年 夏祭り! オープンライブ,2019-07-20,2019-06-23,27,1,1,13000,2,6500.0,1,1,ジャニーズJr
ジャニーズJr. 8・8祭り 東京ドームから始まる,2019-08-08,2019-08-08,0,1,0,22500,2,11250.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-08-02,2019-08-02,0,1,0,83000,1,83000.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-22,2019-07-20,2,1,0,13000,1,13000.0,1,1,ジャニーズJr
HiHi Jets ジャニーズ銀座2019 Tokyo Experience,2019-05-21,2019-05-19,2,1,1,95000,1,95000.0,0,0,ジャニーズJr
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-07-12,2019-07-10,2,1,1,18000,2,9000.0,1,1,キスマイフットツー
7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,2019-05-29,2019-05-28,1,1,0,21000,1,21000.0,0,0,ジャニーズJr
NEWS ニュース LIVE TOUR 2019 WORLDISTA,2019-05-18,2019-05-18,0,1,0,34000,2,17000.0,0,0,NEWS
HiHi Jets ジャニーズ銀座2019 Tokyo Experience,2019-05-22,2019-05-17,5,1,1,218000,2,109000.0,0,0,ジャニーズJr
HiHi Jets ７ MEN 侍 パパママ一番 裸の少年 夏祭り! オープンライブ,2019-07-20,2019-06-23,27,1,1,17000,1,17000.0,1,1,ジャニーズJr
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-11,3,1,1,30000,2,15000.0,0,0,キスマイフットツー
NEWS ニュース LIVE TOUR 2019 WORLDISTA,2019-05-18,2019-05-18,0,1,0,29500,1,29500.0,0,0,NEWS
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-07-12,2019-07-12,0,1,0,9000,2,4500.0,1,1,キスマイフットツー
山田ジャパン HEY！ポール！,2019-07-20,2019-07-19,1,1,1,10000,2,5000.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-18,2019-07-15,3,1,1,50000,2,25000.0,1,1,ジャニーズJr
舞台 マラソン,2019-06-09,2019-06-02,7,1,1,7800,1,7800.0,0,0,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-28,2019-07-28,0,1,0,28000,2,14000.0,1,1,ジャニーズJr
7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,2019-05-31,2019-05-31,0,1,0,28000,1,28000.0,0,0,ジャニーズJr
ジャニーズJr. ジャニーズ IsLAND Festival,2019-05-25,2019-05-22,3,1,0,35000,2,17500.0,0,0,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-18,2019-07-12,6,1,0,150000,2,75000.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-23,1,1,1,16500,1,16500.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,1,20000,1,20000.0,1,1,ジャニーズJr
舞台 マラソン,2019-06-14,2019-06-03,11,1,1,8800,1,8800.0,0,0,ジャニーズJr
HiHi Jets ジャニーズ銀座2019 Tokyo Experience,2019-05-21,2019-05-17,4,1,0,260000,1,260000.0,0,0,ジャニーズJr
NEWS ニュース LIVE TOUR 2019 WORLDISTA,2019-05-25,2019-05-22,3,1,1,13000,2,6500.0,0,0,NEWS
ジャニーズJr. ジャニーズ IsLAND Festival,2019-05-25,2019-05-24,1,1,0,39000,2,19500.0,0,0,ジャニーズJr
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-08,2019-06-06,2,1,1,2000,1,2000.0,0,0,キスマイフットツー
NEWS ニュース LIVE TOUR 2019 WORLDISTA,2019-05-25,2019-05-22,3,1,1,15000,1,15000.0,0,0,NEWS
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-22,2019-07-21,1,1,1,40000,2,20000.0,1,1,ジャニーズJr
NEWS ニュース LIVE TOUR 2019 WORLDISTA,2019-05-18,2019-05-17,1,1,0,35000,1,35000.0,0,0,NEWS
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-25,2019-07-22,3,1,0,14000,1,14000.0,1,1,ジャニーズJr
音楽劇 トムとジェリー 夢よもう一度,2019-08-03,2019-08-02,1,1,0,4500,1,4500.0,1,1,ジャニーズJr
HiHi Jets ７ MEN 侍 パパママ一番 裸の少年 夏祭り!,2019-08-06,2019-08-05,1,1,1,60000,1,60000.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-24,0,1,1,28000,1,28000.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-27,2019-07-25,2,1,0,31000,2,15500.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-08-02,2019-08-02,0,1,0,38000,1,38000.0,1,1,ジャニーズJr
ミュージカル ドン・ジュアン,2019-08-31,2019-08-04,27,1,0,34000,1,34000.0,1,1,キスマイフットツー
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-15,2019-06-15,0,1,1,30000,4,7500.0,1,1,キスマイフットツー
7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,2019-05-29,2019-05-28,1,1,1,110000,1,110000.0,0,0,ジャニーズJr
NEWS ニュース LIVE TOUR 2019 WORLDISTA,2019-05-25,2019-05-21,4,1,0,9200,2,4600.0,0,0,NEWS
山田ジャパン HEY！ポール！,2019-07-19,2019-06-28,21,1,1,10000,1,10000.0,1,1,ジャニーズJr
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-08-01,2019-07-30,2,1,0,33000,2,16500.0,1,1,ジャニーズJr
ザ少年倶楽部（少クラ）,2019-05-20,2019-05-16,4,1,1,60000,1,60000.0,0,0,ジャニーズJr
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-15,2019-06-15,0,1,0,34500,2,17250.0,1,1,キスマイフットツー
ジャニーズJr. ジャニーズ IsLAND Festival,2019-05-25,2019-05-21,4,1,1,33000,2,16500.0,0,0,ジャニーズJr
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-15,2019-06-12,3,1,0,45000,1,45000.0,0,0,キスマイフットツー
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-12,2,1,0,18500,1,18500.0,0,0,キスマイフットツー
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-10,2019-06-08,2,1,0,13500,2,6750.0,0,0,キスマイフットツー
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-10,4,1,1,40000,2,20000.0,0,0,キスマイフットツー
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-18,2019-07-15,3,1,1,13000,2,6500.0,1,1,ジャニーズJr
舞台 マラソン,2019-06-12,2019-06-03,9,1,1,7800,1,7800.0,0,0,ジャニーズJr
