hanbetsu,A60,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A17,A20,A22,A25,A26,A27,A28,A29,A30,A31,A34,A42,A43,A44,A45,A46,A47,A48,A49,A50,A52,A56,A58,A61
2,978,49.9999999,49.9999999,433.9999991,95.99999981,97.99999981,95.99999981,773.9999985,63.77702216,62.40682404,3070.929555,9.999574685,6140.339789,55.48599562,10.5,9.959103196,20.03608753,21.59339516,16.99287318,4092.610668,2243.343222,0.25,21.4780555,71.39947352,730.2971691,6399.694101,11.55610591,793.3056557,7.929665584,25.50013989,16.59694803,4.411918628,56,0.187,6.88550967
2,978,47.99999991,47.99999991,433.9999991,95.99999981,97.99999981,95.99999981,771.9999985,63.78896327,62.57092341,2958.344302,10.37792969,5969.989328,57.07372904,10.5,9.475153753,19.97318548,21.88103689,16.99152042,4093.100264,2242.712798,0.25,21.29870392,71.3968719,729.3326525,6399.625946,11.58113088,788.9289904,7.940899856,25.65630083,16.63371991,4.436394204,56,0.187,6.88550967
2,963.6802979,47.99999991,47.99999991,433.9999991,97.99999981,95.99999981,95.99999981,771.9999985,63.8123935,62.7653969,2915.286457,10.53503418,6198.729167,54.96284752,10.5,10.57354387,20.00958046,22.01286916,16.99735333,4102.073062,2241.565432,0.333333333,20.85531948,71.38016914,728.5312139,6399.672707,11.58356934,780.4883076,7.941578919,25.83848845,16.65080926,4.484372112,56,0.187,6.870759598
2,935.668823,47.99999991,47.99999991,433.9999991,97.99999981,95.99999981,95.99999981,771.9999985,63.84875487,62.90319183,2913.711697,10.54711914,5900.842808,57.74480759,10.5,11.10965518,19.97168838,21.92486116,16.99993353,4100.492004,2241.711884,0.333333333,20.26274784,71.37070663,728.5832781,6399.859446,11.5979662,776.985549,7.951812508,25.93901834,16.68055796,4.504588283,56,0.187,6.841261592
2,907.657348,47.99999991,47.99999991,435.9999991,95.99999981,95.99999981,95.99999981,771.9999985,63.88333504,62.98368365,2890.595364,10.63530395,5152.041077,65.57645594,10.5,10.96219128,20.00032767,21.98450285,16.9985394,4103.183184,2241.993001,0.416666667,19.95012609,71.35626164,727.772405,6399.8946,11.59821,768.950498,7.955508217,26.09802314,16.67863586,4.551658409,56,0.187,6.810866937
2,879.6458731,47.99999991,47.99999991,435.9999991,95.99999981,95.99999981,97.99999981,773.9999985,63.9220138,63.03976789,2810.977972,10.93551138,5544.738037,61.4511119,10.5,10.06357778,19.88971467,21.9299654,16.99703893,4103.671709,2241.597342,0.416666667,19.50119079,71.34720197,727.5283593,6400.035378,11.61922255,767.4658715,7.977721079,26.14554661,16.70230254,4.560463377,56,0.187,6.77951941
2,851.6343982,47.99999991,47.99999991,435.9999991,95.99999981,95.99999981,97.99999981,773.9999985,63.94967323,63.07619898,2733.145654,11.24376263,5205.527466,65.44811388,10.5,10.16965809,19.91327181,21.92290086,17.00207136,4104.292271,2240.690538,0.416666667,19.01455593,71.32580555,726.6388374,6400.097319,11.63288976,760.1174432,8.003461745,26.16872905,16.70743771,4.604551614,56,0.187,6.747157325
2,823.6229233,47.99999991,47.99999991,435.9999991,95.99999981,97.99999981,95.99999981,773.9999985,63.97892315,63.13436984,2694.521656,11.40714091,5380.574179,63.32240946,10.5,10.69757892,19.88696695,21.93065631,17.00245638,4102.561406,2239.759693,0.5,18.25969606,71.27061532,723.7373737,6400.146828,11.63383204,752.1027889,8.02606697,26.15340771,16.72414018,4.653619228,56,0.187,6.713712808
2,809.6171858,49.9999999,49.9999999,433.9999991,95.99999981,97.99999981,95.99999981,773.9999985,63.9965745,63.16746482,2672.28198,11.49184929,5458.002835,62.41710036,10.5,10.67744052,19.82189323,21.92577005,17.00254474,4095.00211,2238.677709,0.5,17.27718067,71.19340049,719.8675497,6400.148265,11.61250523,742.6308884,8.046885005,26.04869144,16.72755302,4.712973908,56,0.187,6.696561526
2,781.6057109,47.99999991,47.99999991,433.9999991,97.99999981,95.99999981,95.99999981,771.9999985,63.99383786,63.17617536,2645.917831,11.61033587,5454.014381,62.47144213,10.5,10.28010953,19.81114774,21.89056526,17.00217379,4080.479243,2238.087686,0.583333333,16.40936565,71.12815685,716.6118421,6400.288243,11.57959019,735.4425273,8.058030175,25.84634719,16.73464373,4.759039449,56,0.184,6.661350407
2,771,47.99999991,47.99999991,433.9999991,97.99999981,95.99999981,95.99999981,771.9999985,63.96523639,63.18429379,2634.352983,11.65732544,5186.162445,65.69663791,10.5,10.48056638,19.76335832,21.85422331,17.00381404,4082.224079,2236.929899,0.583333333,15.51817475,71.04305577,713.3550489,6400.260538,11.52593426,721.4154021,8.068797306,25.61761761,16.75361425,4.851573712,56,0.184,6.647688374
2,771,47.99999991,47.99999991,435.9999991,95.99999981,95.99999981,95.99999981,771.9999985,63.90556169,63.17578632,2660.592166,11.54293002,5274.824112,64.5826893,10.5,10.70890853,19.75602825,21.81710809,17.00516008,4080.6142,2236.511823,0.583333333,14.64784193,70.95763052,712.2939752,6400.375148,11.44846381,702.1864779,8.079176381,25.37411071,16.81607952,4.984430931,56,0.184,6.647688374
2,779.6935635,47.99999991,47.99999991,435.9999991,95.99999981,95.99999981,95.99999981,771.9999985,63.94393438,63.13523989,2758.630773,11.12719727,5343.850106,63.75620917,10.5,10.41535817,19.73440416,21.77921966,17.00849259,4082.037818,2236.453562,0.666666667,14.2975695,70.92460893,715.0827302,6400.314804,11.40334322,677.256251,8.081453017,25.23333029,16.82574275,5.167910956,56,0.184,6.658900975
2,790.7903105,49.9999999,49.9999999,433.9999991,95.99999981,95.99999981,97.99999981,773.9999985,64.06186433,63.00426157,2864.415529,10.71630859,5547.949479,61.41435421,10.5,10.2741984,19.74994581,21.73978481,17.00876869,4083.015119,2236.658873,0.666666667,14.68309037,70.92839798,717.5634551,6400.340294,11.37066748,652.0084705,8.074520193,25.23730535,16.83176099,5.36802842,56,0.184,6.673032838
2,801.8870575,47.99999991,47.99999991,433.9999991,95.99999981,95.99999981,97.99999981,771.9999985,64.08085429,62.86437028,2972.285378,10.32958984,5433.531282,62.7025211,10.5,10.57535965,19.75644144,21.70344291,17.00678773,4082.979164,2236.391851,0.75,15.43383532,71.01975355,724.932738,6400.404653,11.41574841,628.0968708,8.079991698,25.41579105,16.8397983,5.572388851,56,0.184,6.686967772
2,807.435431,47.99999991,47.99999991,433.9999991,95.99999981,97.99999981,95.99999981,771.9999985,64.25461081,62.92450368,2960.926875,10.37792969,5568.220622,61.18256333,10.5,10.4958175,19.73492472,21.66789748,16.99983229,4098.848993,2236.869411,0.75,16.18701277,71.13316329,733.1403749,6400.450095,11.50533498,616.0758533,8.094127261,25.54420083,16.78462703,5.681118617,56,0.184,6.69386309
2,818.5321781,47.99999991,47.99999991,433.9999991,95.99999981,97.99999981,95.99999981,771.9999985,64.55938566,63.09871924,2897.028907,10.59545898,5388.336489,63.23649662,10.5,10.18827734,19.72095565,21.70699649,17.00204601,4101.343319,2237.019046,0.75,16.98689853,71.23227971,739.6076634,6400.408169,11.55993456,610.617152,8.084619709,25.66284407,16.72288725,5.731905808,56,0.184,6.70751271
2,829.6289251,47.99999991,47.99999991,433.9999991,97.99999981,95.99999981,95.99999981,771.9999985,64.74857976,63.40061834,2859.806092,10.74047852,5656.556982,60.22282381,10.5,10.56444944,19.65014228,21.8097744,17.00042526,4103.616509,2237.029719,0.833333333,17.93705627,71.33276208,745.6277303,6400.47012,11.63510174,604.5970851,8.097956606,25.80665144,16.66045726,5.788979283,56,0.184,6.720978523
2,840.7256721,47.99999991,47.99999991,433.9999991,97.99999981,95.99999981,95.99999981,771.9999985,64.94594119,63.75465717,2903.028726,10.57878749,5398.194194,63.11635939,10.5,10.6304261,19.6645859,21.90330401,17.00013129,4109.050976,2236.700308,0.833333333,19.18285069,71.43923138,755.5313146,6400.516083,11.7011145,595.9354177,8.106339611,25.91149831,16.67095053,5.87311963,56,0.184,6.734265414
2,851.8224191,47.99999991,47.99999991,435.9999991,95.99999981,95.99999981,95.99999981,771.9999985,65.21922776,64.20835181,2982.530929,10.30541992,5606.38859,60.778947,10.5,10.35939045,19.52656329,21.95182673,17.00343825,4106.297016,2236.576488,0.916666667,19.71340385,71.49938,762.2841811,6400.616579,11.73237418,587.6894005,8.120566024,25.91258205,16.69784195,5.955526843,56,0.186,6.747378077
2,879.2438065,49.9999999,49.9999999,433.9999991,95.99999981,95.99999981,227.9999995,903.9999982,65.4408172,64.60489753,2975.972167,10.32958984,4984.861788,68.34895697,10.5,10.55016784,19.65597544,21.97046027,17.0041557,4099.330634,2233.359271,0,20.07827436,71.59046573,770.07666,6400.377606,11.77551397,587.7517853,8.119054948,25.91392709,16.72607591,5.954894715,56,0.186,6.779062227
2,893.9235123,47.99999991,47.99999991,433.9999991,95.99999981,95.99999981,305.9999994,979.9999981,65.69106911,65.268706,2999.689895,10.24499512,5989.261754,56.89421336,10.5,10.59689815,19.63776408,21.82449361,16.99912524,4091.309502,2232.535206,0.083333333,20.29610834,71.72290039,781.6868837,6400.311958,11.87387011,587.8339881,8.161573117,25.90634172,16.77609179,5.954061982,56,0.186,6.795620215
2,923.2829239,47.99999991,47.99999991,433.9999991,95.99999981,227.9999995,175.9999997,981.9999981,65.84562298,65.74518468,3015.47504,10.18457031,5188.798111,65.66015341,10.5,10.00943217,19.63988138,21.96052188,17.00261696,4093.142534,2232.775507,0.166666667,20.10689813,71.80673981,789.8089712,6400.236628,11.95134159,587.9150948,8.200294632,25.90220546,16.81940002,5.95324058,56,0.186,6.827935714
2,952.6423355,47.99999991,47.99999991,433.9999991,95.99999981,305.9999994,91.99999982,975.9999981,66.14076959,66.4291317,3045.139988,10.08789063,5757.919215,59.17315955,10.5,10.84186689,19.67066757,21.98769208,17.00215375,4091.507685,2233.175465,0.166666667,19.67085383,71.91004521,800.6369962,6400.177366,12.01828692,588.0149701,8.211881776,25.89253496,16.86123214,5.952229413,56,0.186,6.859239529
2,982.001747,47.99999991,47.99999991,433.9999991,227.9999995,175.9999997,89.99999982,975.9999981,66.44613687,67.00989622,3089.533671,9.937227997,5323.196243,64.00654336,10.5,10.68012315,19.66165195,21.91932106,17.00548176,4100.878233,2227.043068,0.166666667,19.25971802,71.9818275,808.5993079,6400.122358,12.02180594,587.9752187,8.180938035,25.84574803,16.8700561,5.952631826,56,0.186,6.889593087
2,1011.361159,47.99999991,47.99999991,433.9999991,305.9999994,91.99999982,95.99999981,975.9999981,66.70877684,67.75172958,3131.444885,9.809936523,5720.02337,59.56069646,10.5,10.44008574,19.68458612,21.97925259,17.00215273,4104.244577,2210.445263,0.25,18.53030492,72.07830873,819.8772742,6400.520633,12.06252566,590.9539474,8.180538441,25.77188427,16.91183916,5.922627331,56,0.191,6.919052385
2,988.9234348,47.99999991,47.99999991,565.9999989,175.9999997,89.99999982,97.99999981,977.9999981,66.99601759,68.31501725,3136.944556,9.797851563,5453.162078,62.47387682,10.5,10.35194932,19.69396056,21.94356174,17.00325937,4104.67114,2199.146698,0.25,17.82946482,72.14896991,828.1266492,6400.557367,12.08397691,594.9263502,8.163226691,25.6598022,16.95410917,5.883081155,56,0.191,6.896616912
2,972.8446791,47.99999991,47.99999991,643.9999987,91.99999982,95.99999981,97.99999981,977.9999981,67.19591294,68.7977857,3139.925541,9.773681641,5586.685368,60.97809608,10.5,10.70576105,19.71922571,21.99235872,17.00327689,4104.768486,2196.688436,0.333333333,16.74298259,72.19968134,837.6576211,6400.505831,12.10920021,599.194847,8.160085121,25.32820966,17.01988068,5.841171728,56,0.191,6.880224439
2,940.6871676,49.9999999,49.9999999,643.9999987,89.99999982,97.99999981,95.99999981,977.9999981,67.26232952,69.16517801,3165.288176,9.701171875,5482.994818,62.14456443,10.5,10.55623728,19.73707985,21.92531223,17.00380668,4110.260015,2193.59113,0.333333333,15.78713229,72.2215842,846.6111902,6400.491575,12.08474475,600,8.129144505,25.00893836,17.13667133,5.833333333,56,0.191,6.846610638
2,908.5296561,47.99999991,47.99999991,637.9999987,95.99999981,97.99999981,97.99999981,977.9999981,67.52909356,69.43688598,3152.342208,9.749511719,5583.91224,61.01331696,10.5,10.4379405,19.70576456,21.93596751,17.00227043,4110.867176,2210.07274,0.333333333,12.77508424,60.44487187,885.349507,6399.606747,12.91933355,600,9.261667323,23.99479607,18.17728186,5.833333333,56,0.191,6.81182753
2,876.3721446,47.99999991,47.99999991,637.9999987,97.99999981,95.99999981,97.99999981,977.9999981,67.82118043,69.64739954,3113.424434,9.870361328,5618.483561,60.64228107,10.5,10.35983731,19.72980103,21.95859598,17.00604752,4105.426943,2243.316322,0.416666667,12.62579121,60.62065688,903.6239982,6399.438574,13.03998591,600,9.254150838,23.89357152,18.26932973,5.833333333,56,0.191,6.775790823
2,844.2146331,47.99999991,47.99999991,637.9999987,97.99999981,97.99999981,95.99999981,977.9999981,68.15929831,69.81742474,3090.226566,9.942871094,5438.03355,62.64934092,10.5,10.67483001,19.73862548,21.98494511,17.00477058,4109.329973,2276.53875,0.416666667,12.69740873,61.08682944,930.9041268,6399.197414,13.2123362,600,9.220010426,23.85923636,18.37054564,5.833333333,56,0.191,6.738406767
2,812.0571216,47.99999991,47.99999991,639.9999987,95.99999981,97.99999981,95.99999981,977.9999981,68.37439947,69.96955009,3086.490391,9.954956055,5627.21805,60.54488712,10.5,10.50408637,19.76266188,22.0195378,17.00270773,4107.258055,2310.628722,0.5,12.97799429,61.34700409,954.758254,6399.162389,13.37518144,600,9.209071078,23.87521581,18.47527381,5.833333333,56,0.191,6.699570684
2,779.89961,47.99999991,47.99999991,639.9999987,97.99999981,95.99999981,95.99999981,977.9999981,68.66677061,70.07634606,3053.780574,10.05829892,5434.871582,62.68898468,10.5,10.28799383,19.77386563,22.07933777,17.00352717,4108.73251,2344.868985,0.5,13.37101772,61.64996244,976.2925743,6399.228053,13.52669666,600,9.195742644,23.97595086,18.55873481,5.833333333,56,0.191,6.659165206
2,763.8208543,47.99999991,47.99999991,639.9999987,97.99999981,95.99999981,97.99999981,979.9999981,68.98951551,70.14906599,3025.361655,10.14831543,4986.881771,68.31994661,10.5,10.78305542,19.86077995,22.02979677,17.00368312,4109.638942,2379.229898,0.5,13.86218137,62.0022735,997.7015854,6399.20332,13.67746441,600,9.173218474,24.11698395,18.63227869,5.833333333,56,0.191,6.638333278
2,651.269564,179.9999996,179.9999996,509.999999,95.99999981,95.99999981,97.99999981,979.9999981,69.42237752,70.39463087,2518.55419,12.20415322,5380.016665,63.32937908,10.5,2.474720636,19.86664976,21.35205546,17.00582591,4112.319937,2445.226087,0.583333333,14.7774395,62.35203337,1027.780543,6399.248397,13.90006702,600,9.15622847,24.32809658,18.7151138,5.833333333,59,0.199,6.478923633
2,696.0335545,125.9999998,125.9999998,431.9999991,95.99999981,97.99999981,95.99999981,847.9999983,70.08762652,70.88330601,2214.604577,13.8704834,6008.712333,56.70161262,10.5,6.049768959,19.8763625,21.5153688,17.00796093,4118.903322,2513.943605,0.583333333,15.46331822,62.68264323,1045.234899,6399.244612,14.04601664,600,9.139661615,24.45606385,18.74562593,5.833333333,59,0.199,6.54539787
2,723.8359609,49.9999999,49.9999999,429.9999991,95.99999981,97.99999981,95.99999981,769.9999985,70.3946645,71.076024,2236.334146,13.74395947,4975.245605,67.96963347,10.5,8.888240308,19.88968853,21.64142903,17.00566974,4120.734232,2559.554431,0.666666667,16.14389324,62.98045508,1064.563758,6399.234847,14.19533388,600,9.114555796,24.57920028,18.83572696,5.833333333,59,0.199,6.584564793
2,751.6383673,41.99999992,41.99999992,435.9999991,97.99999981,95.99999981,95.99999981,767.9999985,70.86062709,71.24090926,2286.542354,13.43947785,6231.717357,54.67372907,10.5,10.08003966,19.89841535,21.77590144,17.0048535,4129.569703,2600.581071,0.666666667,16.42700061,63.03214512,1085.205479,6398.937005,14.35439764,600,9.105076355,24.66752027,18.95495109,5.833333333,59,0.199,6.622255314
2,779.4407737,47.99999991,47.99999991,435.9999991,97.99999981,95.99999981,95.99999981,773.9999985,71.11975484,71.30450167,2320.538891,13.22998047,5213.249504,65.35436275,10.5,10.60492349,19.84545,21.89511871,16.99872373,4132.359372,2652.758706,0.666666667,16.50015803,63.20390512,1103.862069,6399.042579,14.48644125,600,9.080454035,24.72864203,19.04796493,5.833333333,59,0.199,6.658576706
2,793.3419769,47.99999991,47.99999991,437.9999991,95.99999981,95.99999981,95.99999981,773.9999985,71.41382841,71.37092551,2364.787112,12.99128271,5979.580532,56.97902004,10.5,10.61658904,19.85729606,21.91584975,17.00569245,4128.88657,2717.528058,0.75,16.15709133,63.4320976,1129.247911,6399.094416,14.69546028,600,9.088002343,24.78373476,19.19355269,5.833333333,59,0.199,6.676254373
2,821.1443833,49.9999999,49.9999999,435.9999991,95.99999981,95.99999981,97.99999981,775.9999985,71.56145389,71.38782584,2388.260231,12.86743164,5142.788478,66.25354828,10.5,10.1307113,19.82026279,21.82171382,17.00207829,4140.94722,2776.542017,0.75,15.74077661,63.75199893,1149.444444,6399.035516,14.86278378,600,9.090606799,24.82330979,19.29431416,5.833333333,59,0.199,6.710698957
2,848.9467897,47.99999991,47.99999991,435.9999991,95.99999981,95.99999981,97.99999981,773.9999985,71.6893354,71.37327773,2431.030916,12.63247899,5997.58851,56.80710903,10.5,10.21168092,19.81239717,21.78492342,17.00633184,4146.325531,2823.211835,0.833333333,14.97206176,63.65412972,1170.672389,6399.005684,15.03692189,600,9.114429331,24.78551284,19.4225798,5.833333333,59,0.199,6.74399651
2,876.749196,47.99999991,47.99999991,435.9999991,95.99999981,97.99999981,95.99999981,773.9999985,71.78147741,71.35002809,2470.540541,12.43123099,5425.533282,62.79369882,10.5,10.51382317,19.81491803,21.8588378,17.00521936,4134.985105,2870.570748,0.833333333,14.37980269,64.07437646,1196.022727,6399.164939,15.22271396,600,9.104278596,24.79692034,19.52310736,5.833333333,59,0.199,6.776220972
2,904.5516024,49.9999999,49.9999999,433.9999991,95.99999981,97.99999981,95.99999981,773.9999985,71.88928668,71.32458877,2540.385281,12.09024295,5526.140055,61.65752384,10.5,10.50369485,19.86480115,21.9389019,17.00550236,4133.76304,2893.401192,0.833333333,13.52109309,64.20886565,1220.77976,6399.214377,15.39268903,600,9.107976947,24.69315076,19.63237922,5.833333333,59,0.199,6.807439354
2,932.3540088,47.99999991,47.99999991,433.9999991,97.99999981,95.99999981,95.99999981,771.9999985,71.81371856,71.30031393,2588.144644,11.86385835,5350.937468,63.67057773,10.5,10.6627456,19.84872741,21.95758112,17.00032879,4134.709433,2895.229144,0.916666667,12.65988967,64.34890663,1241.648936,6399.079615,15.51070361,600,9.10631281,24.46309853,19.71513975,5.833333333,59,0.209,6.83771258
2,945.8844209,47.99999991,47.99999991,433.9999991,97.99999981,95.99999981,95.99999981,771.9999985,71.56701102,70.62838605,3856.238108,7.960808118,6084.05485,55.9952562,10.5,10.17658258,19.79648378,21.95433256,16.99650802,4129.505123,2917.004204,0.916666667,12.40690523,62.95393449,1335.686896,6398.507634,16.29422642,600,9.349350142,23.92130337,20.31219596,5.833333333,59,0.209,6.852120385
