name,date,collected_at,left_days,is_jannies,available,price_per_deal,unit,price_per_unit,after,after_and_js_jannies,artistname,age
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,15000,1,15000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,20000,1,20000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,20000,2,10000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,22000,1,22000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,1,26000,1,26000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,26000,1,26000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,28000,2,14000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,28000,1,28000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,28000,1,28000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,1,30000,1,30000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,1,36000,1,36000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,36000,2,18000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,40000,1,40000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,1,45000,1,45000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,55000,1,55000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,1,56000,1,56000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,66000,2,33000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,75000,1,75000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,1,85000,1,85000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,1,90000,1,90000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,120000,1,120000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,1,150000,1,150000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,250000,1,250000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-29,2019-07-29,0,1,0,300000,1,300000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-30,2019-07-29,1,1,0,15000,2,7500.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-30,2019-07-29,1,1,0,18000,1,18000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-30,2019-07-29,1,1,0,27000,1,27000.0,1,1,ジャニーズJr,22.3
