name,date,collected_at,left_days,is_jannies,available,price_per_deal,unit,price_per_unit,after,after_and_js_jannies,artistname,age
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,0,17000,1,17000.0,1,1,キスマイフットツー,30.5
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,1,28000,1,28000.0,1,1,キスマイフットツー,30.5
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,1,30000,1,30000.0,1,1,キスマイフットツー,30.5
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,1,39000,1,39000.0,1,1,キスマイフットツー,30.5
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,0,47000,1,47000.0,1,1,キスマイフットツー,30.5
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,0,55000,1,55000.0,1,1,キスマイフットツー,30.5
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,0,60000,1,60000.0,1,1,キスマイフットツー,30.5
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,0,14500,1,14500.0,1,1,キスマイフットツー,30.5
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,0,22000,1,22000.0,1,1,キスマイフットツー,30.5
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,0,33000,1,33000.0,1,1,キスマイフットツー,30.5
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,1,36000,1,36000.0,1,1,キスマイフットツー,30.5
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,0,52000,1,52000.0,1,1,キスマイフットツー,30.5
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,1,65000,1,65000.0,1,1,キスマイフットツー,30.5
映画 パラレルワールド・ラブストーリー 4大都市舞台挨拶,2019-06-14,2019-06-14,0,1,0,70000,1,70000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-15,2019-06-14,1,1,0,7500,1,7500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-15,2019-06-14,1,1,0,7500,1,7500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-15,2019-06-14,1,1,0,8000,1,8000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-15,2019-06-14,1,1,0,10000,1,10000.0,1,1,キスマイフットツー,30.5
