name,date,collected_at,left_days,is_jannies,available,price_per_deal,unit,price_per_unit,after,after_and_js_jannies
氷川きよしコンサートツアー2019~20周年大感謝祭チケット2019年6月26日長良川国際会議場【昼の部】,2019-06-26,2019-06-21,5,0,1,7500,1,7500.0,1,0
五木ひろしコンサート2019芸能生活55周年記念招待券2019年7月5日(金)14時開演ふくやま芸術文化ホールリーデンローズ大ホール,2019-07-05,2019-06-21,14,0,1,1500,1,1500.0,1,0
森昌子 還暦コンサート 8月28日 大田区民ホール 2枚セット,2019-08-28,2019-06-21,68,0,1,8500,2,4250.0,1,0
良席 島津亜矢コンサート9/28 11:30AM S席1列目,2019-09-28,2019-06-21,99,0,1,6400,1,6400.0,1,0
7/27 浜松 島津亜矢コンサート 送料こみです,2019-07-27,2019-06-21,36,0,1,2100,1,2100.0,1,0
島津亜矢 7/27 13時 浜松 送料こみ,2019-07-27,2019-06-21,36,0,1,1100,1,1100.0,1,0
☆盛岡☆氷川きよしコンサートツアー2019~20周年大感謝祭!!~7月20日(土)18:00~ペアチケット,2019-07-20,2019-06-21,29,0,1,20000,1,20000.0,1,0
★★ 2019.8.1 夜の部プレミアムチケット 連続2席分森昌子厚木市民文化会館 ★★,2019-06-23,2019-06-21,2,0,1,19800,1,19800.0,1,0
天童よしみコンサート2019お得意様予約券 1枚で4名様迄予約可 1円~,2019-06-21,2019-06-21,0,0,1,1,1,1.0,1,0
♪舟木一夫 コンサート 2019フェスティバルホール7月22日月14時~または夜18時~♪新品,2019-07-22,2019-06-21,31,0,1,300,1,300.0,1,0
山内恵介さんの山形公演のチケットです。,2019-06-23,2019-06-21,2,0,1,5400,1,5400.0,1,0
"山内恵介全国横断コンサートツアーjapan季節に抱かれて歌巡り、2019,8,8(木曜日)オリンパスホール八王子14時開演S席3階2列目15番16番",2019-06-28,2019-06-21,7,0,1,12000,1,12000.0,1,0
中澤卓也コンサート故郷から全国へ・追加公演・感謝を込めて特別バージョン宣伝用チラシ50枚セット,2019-06-26,2019-06-21,5,0,1,3000,50,60.0,1,0
