name,date,collected_at,left_days,is_jannies,available,price_per_deal,unit,price_per_unit,after,after_and_js_jannies
♪氷川きよし長良川国際会議場♪6/26 夜 1階 1~2枚,2019-06-26,2019-06-17,9,0,1,34500,2,17250.0,1,0
森昌子 還暦コンサート 6月27日 (木)14:00~豊中市立文化芸術センター 連番2枚セット,2019-06-27,2019-06-17,10,0,1,8760,2,4380.0,1,0
森昌子 還暦コンサート 8月28日 大田区民ホール 2枚セット,2019-08-28,2019-06-17,72,0,1,8500,2,4250.0,1,0
氷川きよしコンサートツアー2019~20周年大感謝祭!チケット2019年6月26日(水)長良川国際会議場【昼の部】,2019-06-26,2019-06-17,9,0,1,7500,1,7500.0,1,0
♪石川さゆりコンサート2019ロームシアター京都優待券,2019-06-17,2019-06-17,0,0,1,500,1,500.0,1,0
神野美伽 ロームシアター京都 共済推進大会&コンサート,2019-06-20,2019-06-17,3,0,1,500,1,500.0,1,0
[NO2] 6月23日 17:00開演 フェスティバルホール 石川さゆりコンサート2019 1枚,2019-06-23,2019-06-17,6,0,1,7500,1,7500.0,1,0
森昌子★還暦コンサート★6月26日(水)14:00~★P列×3枚連番★ソフィア堺,2019-06-26,2019-06-17,9,0,1,10000,3,3333.3333333333335,1,0
三山ひろし コンサートチケット 仙台,2019-06-18,2019-06-17,1,0,1,12000,1,12000.0,1,0
7/5 「共済推進大会&神野美伽コンサート」優待券 @京都,2019-07-05,2019-06-17,18,0,1,2000,1,2000.0,1,0
天童よしみコンサート2019お得意様予約券 1枚で4名様迄予約可 1円~,2019-06-17,2019-06-17,0,0,1,1,1,1.0,1,0
♪舟木一夫 コンサート 2019フェスティバルホール7月22日月14時~または夜18時~♪新品,2019-07-22,2019-06-17,35,0,1,300,1,300.0,1,0
"山内恵介全国横断コンサートツアーjapan季節に抱かれて歌巡り、2019,8,8(木曜日)オリンパスホール八王子14時開演S席3階2列目15番16番",2019-06-17,2019-06-17,0,0,1,20000,1,20000.0,1,0
山内恵介さんの山形公演のチケットです。,2019-06-23,2019-06-17,6,0,1,5400,1,5400.0,1,0
♪五木ひろし コンサート 2019梅田芸術劇場メインホール6月21日金14時~または夜18時~♪新品,2019-06-21,2019-06-17,4,0,1,300,1,300.0,1,0
竹島宏 ~June Dream~ 京都劇場 6/23 15:45 連番ペアチケット,2019-06-23,2019-06-17,6,0,1,12000,1,12000.0,1,0
中澤卓也コンサート故郷から全国へ・追加公演・感謝を込めて特別バージョン宣伝用チラシ50枚セット,2019-06-20,2019-06-17,3,0,1,3000,50,60.0,1,0
