name,date,collected_at,left_days,is_jannies,available,price_per_deal,unit,price_per_unit,after,after_and_js_jannies,artistname,age
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,0,11000,1,11000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,0,12000,2,6000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,0,12000,2,6000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,1,13000,2,6500.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,1,14000,2,7000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,1,14000,2,7000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,1,14999,1,14999.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,1,15000,1,15000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,1,17000,1,17000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,1,17000,2,8500.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,0,17000,1,17000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,1,17000,2,8500.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,1,18000,2,9000.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,0,18500,1,18500.0,1,1,ジャニーズJr,22.3
美 少年 少年忍者 パパママ一番 裸の少年 夏祭り!,2019-07-24,2019-07-22,2,1,0,18500,2,9250.0,1,1,ジャニーズJr,22.3
