name,date,collected_at,left_days,is_jannies,available,price_per_deal,unit,price_per_unit,after,after_and_js_jannies
氷川きよし 20周年記念コンサート 7月12日 1階!!,2019-07-12,2019-07-02,10,0,1,8250,1,8250.0,1,0
※アリーナ前席ペアチケット※【氷川きよし デビュー20周年記念コンサート~龍翔鳳舞~】2019年7月11日 日本武道館 夜の部,2019-07-11,2019-07-02,9,0,1,20500,1,20500.0,1,0
氷川きよし デビュー20周年記念コンサート~龍翔鳳舞~ 7/12 (金) 昼の部 日本武道館 チケット1枚,2019-07-12,2019-07-02,10,0,1,8150,1,8150.0,1,0
氷川きよしコンサート7月12日 武道館夜の部,2019-07-12,2019-07-02,10,0,1,4500,1,4500.0,1,0
市川由紀乃 特別公演 7/14(日) 大阪 新歌舞伎座 1階 5列 1枚,2019-07-14,2019-07-02,12,0,1,3320,1,3320.0,1,0
氷川きよし20周年記念コンサート 7月12日 夜の部 2枚,2019-07-12,2019-07-02,10,0,1,8000,2,4000.0,1,0
氷川きよし 武道館 東京 20th 7/12 チケット 1枚,2019-07-12,2019-07-02,10,0,1,9000,1,9000.0,1,0
氷川きよしデェビュー20周年記念コンサート7月12日昼の部チケット,2019-07-12,2019-07-02,10,0,1,23000,1,23000.0,1,0
氷川きよしデビュー20周年記念コンサート日本武道館7月12日(金)夜の部1枚,2019-07-12,2019-07-02,10,0,1,10000,1,10000.0,1,0
氷川きよし7月12日 夜 日本武道館 2階2枚,2019-07-12,2019-07-02,10,0,1,13000,2,6500.0,1,0
◎NHKみんなの広場 ふれあいホール 7月10日 吉木りさのタミウタ 入場整理券 女性名義◎,2019-07-10,2019-07-02,8,0,1,1980,1,1980.0,1,0
氷川きよしデビュー20周年記念コンサート,2019-07-05,2019-07-02,3,0,1,5000,1,5000.0,1,0
氷川きよしデビュー20周年記念コンサート,2019-07-05,2019-07-02,3,0,1,5000,1,5000.0,1,0
氷川きよし デビュー20周年記念コンサート 7月12日夜の部ペア,2019-07-12,2019-07-02,10,0,1,15000,1,15000.0,1,0
★島津亜矢スペシャルコンサートご招待券・7/27(土)・アクトシティ浜松(1枚),2019-07-27,2019-07-02,25,0,1,2000,1,2000.0,1,0
【1~4枚連番】梅沢富美男劇団特別公演 INサザンクス筑後チケット,2019-07-02,2019-07-02,0,0,1,4500,4,1125.0,1,0
♪舟木一夫 コンサート 2019フェスティバルホール7月22日月14時~または夜18時~♪新品,2019-07-22,2019-07-02,20,0,1,300,1,300.0,1,0
大阪新歌舞伎座★市川由紀乃特別公演島倉千代子七回忌追善人生いろいろオンステージ特別割引,2019-07-07,2019-07-02,5,0,1,300,1,300.0,1,0
中澤卓也コンサート故郷から全国へ・追加公演・感謝を込めて特別バージョン宣伝用チラシ50枚セット,2019-07-04,2019-07-02,2,0,1,3000,50,60.0,1,0
