name,date,collected_at,left_days,is_jannies,available,price_per_deal,unit,price_per_unit,after,after_and_js_jannies
◇格安S席9000円◇氷川きよし1階16列◇5/25(夜)新歌舞伎座 1枚,2019-05-25,2019-05-18,7,0,1,5000,1,5000.0,0,0
氷川きよし特別公演新歌舞伎座5/23 夜S席1階8~10列センターブロック1 ~2枚,2019-05-23,2019-05-18,5,0,1,12000,2,6000.0,0,0
★2019年7月13日(土曜日)に大阪である大阪新歌舞伎座開場60周年記念市川由紀乃コンサートのチケット送料込み!,2019-07-13,2019-05-18,56,0,1,21000,1,21000.0,0,0
"ごごウタ NHK みんなの広場 ふれあいホール 5/24 (金) 1枚2枚様 入場整理券 小堺一機,塚原愛,おかゆ,門倉有希,北島兄弟,神野美伽,ほか",2019-05-24,2019-05-18,6,0,1,1700,1,1700.0,0,0
☆送料無料☆ 6/22 11時開演 新歌舞伎座 松平健 川中美幸 中村玉緒 ★ペアチケット★,2019-06-22,2019-05-18,35,0,1,5000,1,5000.0,0,0
松平健川中美幸特別公演6月8日土曜日11時開演新歌舞伎座1階18列2枚ペア,2019-06-08,2019-05-18,21,0,1,5250,2,2625.0,0,0
入場券「八代亜紀コンサート2019」ゲスト北川大介2019年6月14日夜の部津田沼文化ホール,2019-06-14,2019-05-18,27,0,1,1300,1,1300.0,0,0
氷川きよし特別公演♪新歌舞伎座5/26(日)昼1階1列送料込み1枚,2019-05-26,2019-05-18,8,0,1,16000,1,16000.0,0,0
氷川きよし 特別公演 新歌舞伎座,2019-05-19,2019-05-18,1,0,1,16000,1,16000.0,0,0
氷川きよし特別公演新歌舞伎座5月24日昼1階5列目良席1枚,2019-05-24,2019-05-18,6,0,1,16000,1,16000.0,0,0
氷川きよし 特別公演 5/25 2階S席 2枚連番,2019-05-25,2019-05-18,7,0,1,20000,2,10000.0,0,0
氷川きよし 特別公演 新歌舞伎座 5月26日夜の部1階11列 ペアチケット,2019-05-26,2019-05-18,8,0,1,30000,1,30000.0,0,0
森昌子祝還暦コンサート7月22日14時江戸川区総合文化センター。プレミアシート。7列20,2019-07-22,2019-05-18,65,0,1,15000,1,15000.0,0,0
氷川きよし新歌舞伎座特別公演5/22夜S席2枚定価以下即決,2019-05-22,2019-05-18,4,0,1,10000,2,5000.0,0,0
氷川きよし 新歌舞伎座 5月26日 夜の部S席1枚,2019-05-26,2019-05-18,8,0,1,15000,1,15000.0,0,0
福田こうへいコンサートチケット松戸森のホール21SS席5月28日,2019-05-28,2019-05-18,10,0,1,1300,1,1300.0,0,0
氷川きよし特別公演新歌舞伎座5月26日(日)昼の部S席6列,2019-05-26,2019-05-18,8,0,1,17000,1,17000.0,0,0
★★ 2019.8.1 夜の部プレミアムチケット 連続2席分森昌子厚木市民文化会館 ★★,2019-05-19,2019-05-18,1,0,1,22000,1,22000.0,0,0
氷川きよし 新歌舞伎座 特別公演 5月23日(夜) S席 2枚連番 速達,2019-05-23,2019-05-18,5,0,1,30000,2,15000.0,0,0
【京都】福田こうへいコンサート/石川さゆりコンサート★割引予約券,2019-05-19,2019-05-18,1,0,1,100,1,100.0,0,0
氷川きよし特別公演 新歌舞伎座 5/25(昼)S席1枚,2019-05-25,2019-05-18,7,0,1,10000,1,10000.0,0,0
♪氷川きよし特別公演新歌舞伎座♪5/23 昼 1階S席 ペア 定価以下,2019-05-23,2019-05-18,5,0,1,26000,1,26000.0,0,0
大月みやこ歌謡ショー チケット2枚 大月みやこ歌謡ショー チケット2枚,2019-05-19,2019-05-18,1,0,1,3000,2,1500.0,0,0
☆ 島津亜矢コンサート 5月25日(土) 1階10列 ☆,2019-05-25,2019-05-18,7,0,1,8000,1,8000.0,0,0
【観覧同伴者募集】 5月20日(月) 「美空ひばり没後30年 市川由紀乃と三山ひろしが歌う名曲選公開収録」,2019-05-20,2019-05-18,2,0,1,1000,1,1000.0,0,0
【チケット】5/24 雪月花 新演歌三姉妹 S席 1枚,2019-05-24,2019-05-18,6,0,1,4500,1,4500.0,0,0
福田こうへい ★7月10日(水)★ 神奈川(相模女子大学グリーンホール)SS席 2枚連番 コンサート チケット ペア,2019-07-10,2019-05-18,53,0,1,13648,2,6824.0,0,0
竹島宏~ムード歌謡の世界へvol.3~2019.6.1名古屋今池ガスホール(1枚)14:00開演,2019-05-21,2019-05-18,3,0,1,3000,1,3000.0,0,0
中澤卓也 ミニライブ 繋ぐウタゴコロ 6月3日 高崎シティギャラリー コアホール 1枚,2019-06-03,2019-05-18,16,0,1,3900,1,3900.0,0,0
【京都】市川由紀乃コンサート★割引予約券6月13日,2019-06-13,2019-05-18,26,0,1,100,1,100.0,0,0
純烈コンサート・梅田特別優待はがき,2019-05-19,2019-05-18,1,0,1,1000,1,1000.0,0,0
[新品] 森昌子 祝 還暦コンサート 2019/5/28 チケット2枚セット メール便,2019-05-28,2019-05-18,10,0,1,9000,2,4500.0,0,0
♪五木ひろし コンサート 2019梅田芸術劇場メインホール6月21日金14時~または夜18時~♪新品,2019-06-21,2019-05-18,34,0,1,300,1,300.0,0,0
[当日手渡] 第2回 南東北チャリティ 紅白歌の祭典 2019年5月18日(土) 1階 2連番 会津風雅堂 [奥山えいじ、津吹みゆ、本田俊之、他],2019-05-18,2019-05-18,0,0,1,200,1,200.0,0,0
山内恵介さんの山形公演のチケットです。,2019-05-19,2019-05-18,1,0,1,5400,1,5400.0,0,0
6月3日 6月4日 浅草公会堂 梅沢富美男&研ナオコ特別講演 7000円→3000円になる特別割引ご優待状 6/3 6/4,2019-06-03,2019-05-18,16,0,1,618,1,618.0,0,0
天童よしみ コンサート サンドーム福井 5/19(日) 16時30分,2019-05-19,2019-05-18,1,0,1,800,1,800.0,0,0
中澤卓也コンサート故郷から全国へ・追加公演・感謝を込めて特別バージョン宣伝用チラシ50枚セット,2019-05-23,2019-05-18,5,0,1,3000,50,60.0,0,0
