,after,after_and_is_jannies,age,artistname,available,collected_at,date,is_jannies,left_days,name,price_per_deal,price_per_unit,unit
0,0,0,22.3,ジャニーズJr,,2019-05-26,2019-05-27,1,1,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,42547.05882352941,
1,0,0,22.3,ジャニーズJr,,2019-05-27,2019-05-27,1,0,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,44194.117647058825,
2,0,0,22.3,ジャニーズJr,,2019-05-26,2019-05-28,1,2,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,55521.09375,
3,0,0,22.3,ジャニーズJr,,2019-05-27,2019-05-28,1,1,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,64355.882352941175,
4,0,0,22.3,ジャニーズJr,,2019-05-28,2019-05-28,1,0,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,53270.967741935485,
5,0,0,22.3,ジャニーズJr,,2019-05-26,2019-05-29,1,3,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,22986.66666666667,
6,0,0,22.3,ジャニーズJr,,2019-05-27,2019-05-29,1,2,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,50796.969696969696,
7,0,0,22.3,ジャニーズJr,,2019-05-28,2019-05-29,1,1,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,50033.33333333334,
8,0,0,22.3,ジャニーズJr,,2019-05-29,2019-05-29,1,0,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,48015.15151515151,
9,0,0,22.3,ジャニーズJr,,2019-05-27,2019-05-30,1,3,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,18206.25,
10,0,0,22.3,ジャニーズJr,,2019-05-28,2019-05-30,1,2,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,29538.46153846154,
11,0,0,22.3,ジャニーズJr,,2019-05-29,2019-05-30,1,1,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,38000.0,
12,0,0,22.3,ジャニーズJr,,2019-05-29,2019-05-31,1,2,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,26061.98,
13,0,0,22.3,ジャニーズJr,,2019-05-30,2019-05-31,1,1,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,44930.030959752316,
14,0,0,22.3,ジャニーズJr,,2019-05-31,2019-05-31,1,0,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,44260.0,
15,0,0,22.3,ジャニーズJr,,2019-05-30,2019-06-01,1,2,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,59575.757575757576,
16,0,0,22.3,ジャニーズJr,,2019-05-31,2019-06-01,1,1,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,60897.5,
17,0,0,22.3,ジャニーズJr,,2019-05-30,2019-06-02,1,3,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,58725.15290519878,
18,0,0,22.3,ジャニーズJr,,2019-05-31,2019-06-02,1,2,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,52363.15789473683,
19,0,0,22.3,ジャニーズJr,,2019-06-01,2019-06-02,1,1,7 MEN 侍 ジャニーズ銀座2019 Tokyo Experience,,91443.18181818182,
20,0,0,22.2,セクシーゾーン,,2019-06-07,2019-09-08,1,93,HAMLET ハムレット,,79840.90909090909,
21,0,0,22.2,セクシーゾーン,,2019-06-08,2019-09-08,1,92,HAMLET ハムレット,,72568.18181818182,
22,0,0,22.2,セクシーゾーン,,2019-06-09,2019-09-08,1,91,HAMLET ハムレット,,72825.0,
23,0,0,22.2,セクシーゾーン,,2019-06-10,2019-09-08,1,90,HAMLET ハムレット,,73138.88888888889,
24,0,0,22.2,セクシーゾーン,,2019-06-11,2019-09-08,1,89,HAMLET ハムレット,,73906.25,
25,0,0,22.2,セクシーゾーン,,2019-06-12,2019-09-08,1,88,HAMLET ハムレット,,73906.25,
26,0,0,22.2,セクシーゾーン,,2019-06-13,2019-09-08,1,87,HAMLET ハムレット,,69194.44444444444,
27,1,1,22.2,セクシーゾーン,,2019-06-14,2019-09-08,1,86,HAMLET ハムレット,,64458.33333333334,
28,1,1,22.2,セクシーゾーン,,2019-06-15,2019-09-08,1,85,HAMLET ハムレット,,65541.66666666669,
29,1,1,22.2,セクシーゾーン,,2019-06-16,2019-09-08,1,84,HAMLET ハムレット,,59464.285714285725,
30,1,1,22.2,セクシーゾーン,,2019-06-17,2019-09-08,1,83,HAMLET ハムレット,,63281.25,
31,1,1,22.2,セクシーゾーン,,2019-06-18,2019-09-08,1,82,HAMLET ハムレット,,63142.25,
32,1,1,22.2,セクシーゾーン,,2019-06-19,2019-09-08,1,81,HAMLET ハムレット,,60793.11111111112,
33,1,1,22.2,セクシーゾーン,,2019-06-20,2019-09-08,1,80,HAMLET ハムレット,,60793.11111111112,
34,1,1,22.2,セクシーゾーン,,2019-06-21,2019-09-08,1,79,HAMLET ハムレット,,60793.11111111112,
35,1,1,22.2,セクシーゾーン,,2019-06-22,2019-09-08,1,78,HAMLET ハムレット,,63017.25,
36,1,1,22.2,セクシーゾーン,,2019-06-23,2019-09-08,1,77,HAMLET ハムレット,,63017.25,
37,1,1,22.2,セクシーゾーン,,2019-06-24,2019-09-08,1,76,HAMLET ハムレット,,63017.25,
38,1,1,22.2,セクシーゾーン,,2019-06-25,2019-09-08,1,75,HAMLET ハムレット,,58972.222222222226,
39,1,1,22.2,セクシーゾーン,,2019-06-26,2019-09-08,1,74,HAMLET ハムレット,,60343.75,
40,1,1,22.2,セクシーゾーン,,2019-06-27,2019-09-08,1,73,HAMLET ハムレット,,60343.75,
41,1,1,22.2,セクシーゾーン,,2019-06-28,2019-09-08,1,72,HAMLET ハムレット,,60343.75,
42,1,1,22.2,セクシーゾーン,,2019-06-29,2019-09-08,1,71,HAMLET ハムレット,,60156.25,
43,1,1,22.2,セクシーゾーン,,2019-07-01,2019-09-08,1,69,HAMLET ハムレット,,58472.222222222226,
44,1,1,22.2,セクシーゾーン,,2019-07-02,2019-09-08,1,68,HAMLET ハムレット,,58416.66666666666,
45,1,1,22.2,セクシーゾーン,,2019-07-03,2019-09-08,1,67,HAMLET ハムレット,,65575.0,
46,1,1,22.2,セクシーゾーン,,2019-07-04,2019-09-08,1,66,HAMLET ハムレット,,73531.25,
47,1,1,22.2,セクシーゾーン,,2019-07-05,2019-09-08,1,65,HAMLET ハムレット,,71178.57142857142,
48,1,1,22.2,セクシーゾーン,,2019-07-06,2019-09-08,1,64,HAMLET ハムレット,,71178.57142857142,
49,1,1,22.2,セクシーゾーン,,2019-07-07,2019-09-08,1,63,HAMLET ハムレット,,71178.57142857142,
50,1,1,22.2,セクシーゾーン,,2019-07-08,2019-09-08,1,62,HAMLET ハムレット,,71178.57142857142,
51,1,1,22.2,セクシーゾーン,,2019-07-10,2019-09-08,1,60,HAMLET ハムレット,,70821.42857142858,
52,1,1,22.2,セクシーゾーン,,2019-07-11,2019-09-08,1,59,HAMLET ハムレット,,70821.42857142858,
53,1,1,22.2,セクシーゾーン,,2019-07-12,2019-09-08,1,58,HAMLET ハムレット,,70821.42857142858,
54,1,1,22.2,セクシーゾーン,,2019-07-13,2019-09-08,1,57,HAMLET ハムレット,,70107.14285714286,
55,1,1,22.2,セクシーゾーン,,2019-07-14,2019-09-08,1,56,HAMLET ハムレット,,73958.33333333331,
56,1,1,22.2,セクシーゾーン,,2019-07-15,2019-09-08,1,55,HAMLET ハムレット,,73958.33333333331,
57,1,1,22.2,セクシーゾーン,,2019-07-16,2019-09-08,1,54,HAMLET ハムレット,,73958.33333333331,
58,1,1,22.2,セクシーゾーン,,2019-07-17,2019-09-08,1,53,HAMLET ハムレット,,73958.33333333331,
59,1,1,22.2,セクシーゾーン,,2019-07-18,2019-09-08,1,52,HAMLET ハムレット,,73958.33333333331,
60,1,1,22.2,セクシーゾーン,,2019-07-19,2019-09-08,1,51,HAMLET ハムレット,,75750.0,
61,1,1,22.2,セクシーゾーン,,2019-07-20,2019-09-08,1,50,HAMLET ハムレット,,75750.0,
62,1,1,22.2,セクシーゾーン,,2019-07-21,2019-09-08,1,49,HAMLET ハムレット,,82750.0,
63,1,1,22.2,セクシーゾーン,,2019-07-22,2019-09-08,1,48,HAMLET ハムレット,,82291.66666666669,
64,1,1,22.2,セクシーゾーン,,2019-07-23,2019-09-08,1,47,HAMLET ハムレット,,80291.66666666669,
65,1,1,22.2,セクシーゾーン,,2019-07-24,2019-09-08,1,46,HAMLET ハムレット,,80291.66666666669,
66,1,1,22.2,セクシーゾーン,,2019-07-25,2019-09-08,1,45,HAMLET ハムレット,,80125.0,
67,1,1,22.2,セクシーゾーン,,2019-07-28,2019-09-08,1,42,HAMLET ハムレット,,47586.53846153847,
68,1,1,22.2,セクシーゾーン,,2019-07-29,2019-09-08,1,41,HAMLET ハムレット,,48190.47619047619,
69,1,1,22.2,セクシーゾーン,,2019-07-30,2019-09-08,1,40,HAMLET ハムレット,,47833.33333333334,
70,1,1,22.2,セクシーゾーン,,2019-07-31,2019-09-08,1,39,HAMLET ハムレット,,46571.428571428565,
71,1,1,22.2,セクシーゾーン,,2019-08-01,2019-09-08,1,38,HAMLET ハムレット,,45616.66666666666,
72,1,1,22.2,セクシーゾーン,,2019-08-02,2019-09-08,1,37,HAMLET ハムレット,,45410.714285714275,
73,1,1,22.2,セクシーゾーン,,2019-08-03,2019-09-08,1,36,HAMLET ハムレット,,54326.923076923085,
74,1,1,22.2,セクシーゾーン,,2019-08-04,2019-09-08,1,35,HAMLET ハムレット,,55596.15384615384,
75,1,1,22.2,セクシーゾーン,,2019-08-05,2019-09-08,1,34,HAMLET ハムレット,,58770.83333333334,
76,1,1,22.2,セクシーゾーン,,2019-08-07,2019-09-08,1,32,HAMLET ハムレット,,61729.16666666666,
77,1,1,22.2,セクシーゾーン,,2019-08-08,2019-09-08,1,31,HAMLET ハムレット,,61729.16666666666,
78,1,1,22.2,セクシーゾーン,,2019-08-10,2019-09-08,1,29,HAMLET ハムレット,,65883.33333333331,
79,1,1,22.2,セクシーゾーン,,2019-08-11,2019-09-08,1,28,HAMLET ハムレット,,97250.0,
80,0,0,22.2,セクシーゾーン,,2019-06-07,2019-09-09,1,94,HAMLET ハムレット,,57750.0,
81,0,0,22.2,セクシーゾーン,,2019-06-08,2019-09-09,1,93,HAMLET ハムレット,,48250.0,
82,0,0,22.2,セクシーゾーン,,2019-06-09,2019-09-09,1,92,HAMLET ハムレット,,42750.0,
83,0,0,22.2,セクシーゾーン,,2019-06-10,2019-09-09,1,91,HAMLET ハムレット,,42800.0,
84,0,0,22.2,セクシーゾーン,,2019-06-11,2019-09-09,1,90,HAMLET ハムレット,,49400.0,
85,0,0,22.2,セクシーゾーン,,2019-06-12,2019-09-09,1,89,HAMLET ハムレット,,51750.0,
86,0,0,22.2,セクシーゾーン,,2019-06-13,2019-09-09,1,88,HAMLET ハムレット,,56000.0,
87,1,1,22.2,セクシーゾーン,,2019-06-14,2019-09-09,1,87,HAMLET ハムレット,,56000.0,
88,1,1,22.2,セクシーゾーン,,2019-06-15,2019-09-09,1,86,HAMLET ハムレット,,56000.0,
89,1,1,22.2,セクシーゾーン,,2019-06-16,2019-09-09,1,85,HAMLET ハムレット,,60000.0,
90,1,1,22.2,セクシーゾーン,,2019-06-17,2019-09-09,1,84,HAMLET ハムレット,,60000.0,
91,1,1,22.2,セクシーゾーン,,2019-06-18,2019-09-09,1,83,HAMLET ハムレット,,60000.0,
92,1,1,22.2,セクシーゾーン,,2019-06-19,2019-09-09,1,82,HAMLET ハムレット,,60000.0,
93,1,1,22.2,セクシーゾーン,,2019-06-20,2019-09-09,1,81,HAMLET ハムレット,,60000.0,
94,1,1,22.2,セクシーゾーン,,2019-06-21,2019-09-09,1,80,HAMLET ハムレット,,60000.0,
95,1,1,22.2,セクシーゾーン,,2019-06-22,2019-09-09,1,79,HAMLET ハムレット,,60000.0,
96,1,1,22.2,セクシーゾーン,,2019-06-23,2019-09-09,1,78,HAMLET ハムレット,,60000.0,
97,1,1,22.2,セクシーゾーン,,2019-06-24,2019-09-09,1,77,HAMLET ハムレット,,60000.0,
98,1,1,22.2,セクシーゾーン,,2019-06-25,2019-09-09,1,76,HAMLET ハムレット,,40000.0,
99,1,1,22.2,セクシーゾーン,,2019-06-26,2019-09-09,1,75,HAMLET ハムレット,,40000.0,
100,1,1,22.2,セクシーゾーン,,2019-06-27,2019-09-09,1,74,HAMLET ハムレット,,40000.0,
101,1,1,22.2,セクシーゾーン,,2019-06-28,2019-09-09,1,73,HAMLET ハムレット,,40000.0,
102,1,1,22.2,セクシーゾーン,,2019-06-29,2019-09-09,1,72,HAMLET ハムレット,,40000.0,
103,1,1,22.2,セクシーゾーン,,2019-07-01,2019-09-09,1,70,HAMLET ハムレット,,40000.0,
104,1,1,22.2,セクシーゾーン,,2019-07-02,2019-09-09,1,69,HAMLET ハムレット,,40000.0,
105,1,1,22.2,セクシーゾーン,,2019-07-03,2019-09-09,1,68,HAMLET ハムレット,,40000.0,
106,1,1,22.2,セクシーゾーン,,2019-07-04,2019-09-09,1,67,HAMLET ハムレット,,40000.0,
107,1,1,22.2,セクシーゾーン,,2019-07-05,2019-09-09,1,66,HAMLET ハムレット,,40000.0,
108,1,1,22.2,セクシーゾーン,,2019-07-06,2019-09-09,1,65,HAMLET ハムレット,,40000.0,
109,1,1,22.2,セクシーゾーン,,2019-07-07,2019-09-09,1,64,HAMLET ハムレット,,40000.0,
110,1,1,22.2,セクシーゾーン,,2019-07-08,2019-09-09,1,63,HAMLET ハムレット,,30000.0,
111,1,1,22.2,セクシーゾーン,,2019-07-10,2019-09-09,1,61,HAMLET ハムレット,,30000.0,
112,1,1,22.2,セクシーゾーン,,2019-07-11,2019-09-09,1,60,HAMLET ハムレット,,30000.0,
113,1,1,22.2,セクシーゾーン,,2019-07-12,2019-09-09,1,59,HAMLET ハムレット,,35000.0,
114,1,1,22.2,セクシーゾーン,,2019-07-13,2019-09-09,1,58,HAMLET ハムレット,,35000.0,
115,1,1,22.2,セクシーゾーン,,2019-07-14,2019-09-09,1,57,HAMLET ハムレット,,35000.0,
116,1,1,22.2,セクシーゾーン,,2019-07-15,2019-09-09,1,56,HAMLET ハムレット,,35000.0,
117,1,1,22.2,セクシーゾーン,,2019-07-16,2019-09-09,1,55,HAMLET ハムレット,,40000.0,
118,1,1,22.2,セクシーゾーン,,2019-07-17,2019-09-09,1,54,HAMLET ハムレット,,40000.0,
119,1,1,22.2,セクシーゾーン,,2019-07-18,2019-09-09,1,53,HAMLET ハムレット,,40000.0,
120,1,1,22.2,セクシーゾーン,,2019-07-19,2019-09-09,1,52,HAMLET ハムレット,,40000.0,
121,1,1,22.2,セクシーゾーン,,2019-07-20,2019-09-09,1,51,HAMLET ハムレット,,40000.0,
122,1,1,22.2,セクシーゾーン,,2019-07-21,2019-09-09,1,50,HAMLET ハムレット,,40000.0,
123,1,1,22.2,セクシーゾーン,,2019-07-22,2019-09-09,1,49,HAMLET ハムレット,,40000.0,
124,1,1,22.2,セクシーゾーン,,2019-07-23,2019-09-09,1,48,HAMLET ハムレット,,40000.0,
125,1,1,22.2,セクシーゾーン,,2019-07-24,2019-09-09,1,47,HAMLET ハムレット,,40000.0,
126,1,1,22.2,セクシーゾーン,,2019-07-25,2019-09-09,1,46,HAMLET ハムレット,,40000.0,
127,1,1,22.2,セクシーゾーン,,2019-07-28,2019-09-09,1,43,HAMLET ハムレット,,25642.857142857138,
128,1,1,22.2,セクシーゾーン,,2019-07-29,2019-09-09,1,42,HAMLET ハムレット,,30400.0,
129,1,1,22.2,セクシーゾーン,,2019-07-30,2019-09-09,1,41,HAMLET ハムレット,,28700.0,
130,1,1,22.2,セクシーゾーン,,2019-07-31,2019-09-09,1,40,HAMLET ハムレット,,25916.66666666667,
131,1,1,22.2,セクシーゾーン,,2019-08-01,2019-09-09,1,39,HAMLET ハムレット,,25900.0,
132,1,1,22.2,セクシーゾーン,,2019-08-02,2019-09-09,1,38,HAMLET ハムレット,,25900.0,
133,1,1,22.2,セクシーゾーン,,2019-08-03,2019-09-09,1,37,HAMLET ハムレット,,25700.0,
134,1,1,22.2,セクシーゾーン,,2019-08-04,2019-09-09,1,36,HAMLET ハムレット,,26250.0,
135,1,1,22.2,セクシーゾーン,,2019-08-05,2019-09-09,1,35,HAMLET ハムレット,,26250.0,
136,1,1,22.2,セクシーゾーン,,2019-08-07,2019-09-09,1,33,HAMLET ハムレット,,26333.33333333333,
137,1,1,22.2,セクシーゾーン,,2019-08-08,2019-09-09,1,32,HAMLET ハムレット,,26333.33333333333,
138,1,1,22.2,セクシーゾーン,,2019-08-10,2019-09-09,1,30,HAMLET ハムレット,,29100.0,
139,1,1,22.2,セクシーゾーン,,2019-08-11,2019-09-09,1,29,HAMLET ハムレット,,33000.0,
140,0,0,22.2,セクシーゾーン,,2019-06-07,2019-09-10,1,95,HAMLET ハムレット,,47000.0,
141,0,0,22.2,セクシーゾーン,,2019-06-08,2019-09-10,1,94,HAMLET ハムレット,,47250.0,
142,0,0,22.2,セクシーゾーン,,2019-06-09,2019-09-10,1,93,HAMLET ハムレット,,45000.0,
143,0,0,22.2,セクシーゾーン,,2019-06-10,2019-09-10,1,92,HAMLET ハムレット,,45166.66666666666,
144,0,0,22.2,セクシーゾーン,,2019-06-11,2019-09-10,1,91,HAMLET ハムレット,,41428.57142857143,
145,0,0,22.2,セクシーゾーン,,2019-06-12,2019-09-10,1,90,HAMLET ハムレット,,45000.0,
146,0,0,22.2,セクシーゾーン,,2019-06-13,2019-09-10,1,89,HAMLET ハムレット,,46200.0,
147,1,1,22.2,セクシーゾーン,,2019-06-14,2019-09-10,1,88,HAMLET ハムレット,,45900.0,
148,1,1,22.2,セクシーゾーン,,2019-06-15,2019-09-10,1,87,HAMLET ハムレット,,37000.0,
149,1,1,22.2,セクシーゾーン,,2019-06-16,2019-09-10,1,86,HAMLET ハムレット,,35333.333333333336,
150,1,1,22.2,セクシーゾーン,,2019-06-17,2019-09-10,1,85,HAMLET ハムレット,,35333.333333333336,
151,1,1,22.2,セクシーゾーン,,2019-06-18,2019-09-10,1,84,HAMLET ハムレット,,36500.0,
152,1,1,22.2,セクシーゾーン,,2019-06-19,2019-09-10,1,83,HAMLET ハムレット,,36500.0,
153,1,1,22.2,セクシーゾーン,,2019-06-20,2019-09-10,1,82,HAMLET ハムレット,,37000.0,
154,1,1,22.2,セクシーゾーン,,2019-06-21,2019-09-10,1,81,HAMLET ハムレット,,36600.0,
155,1,1,22.2,セクシーゾーン,,2019-06-22,2019-09-10,1,80,HAMLET ハムレット,,36600.0,
156,1,1,22.2,セクシーゾーン,,2019-06-23,2019-09-10,1,79,HAMLET ハムレット,,36600.0,
157,1,1,22.2,セクシーゾーン,,2019-06-24,2019-09-10,1,78,HAMLET ハムレット,,36600.0,
158,1,1,22.2,セクシーゾーン,,2019-06-25,2019-09-10,1,77,HAMLET ハムレット,,36600.0,
159,1,1,22.2,セクシーゾーン,,2019-06-26,2019-09-10,1,76,HAMLET ハムレット,,36600.0,
160,1,1,22.2,セクシーゾーン,,2019-06-27,2019-09-10,1,75,HAMLET ハムレット,,36300.0,
161,1,1,22.2,セクシーゾーン,,2019-06-28,2019-09-10,1,74,HAMLET ハムレット,,36300.0,
162,1,1,22.2,セクシーゾーン,,2019-06-29,2019-09-10,1,73,HAMLET ハムレット,,40375.0,
163,1,1,22.2,セクシーゾーン,,2019-07-01,2019-09-10,1,71,HAMLET ハムレット,,40166.66666666666,
164,1,1,22.2,セクシーゾーン,,2019-07-02,2019-09-10,1,70,HAMLET ハムレット,,39375.0,
165,1,1,22.2,セクシーゾーン,,2019-07-03,2019-09-10,1,69,HAMLET ハムレット,,39375.0,
166,1,1,22.2,セクシーゾーン,,2019-07-04,2019-09-10,1,68,HAMLET ハムレット,,39375.0,
167,1,1,22.2,セクシーゾーン,,2019-07-05,2019-09-10,1,67,HAMLET ハムレット,,39375.0,
168,1,1,22.2,セクシーゾーン,,2019-07-06,2019-09-10,1,66,HAMLET ハムレット,,39375.0,
169,1,1,22.2,セクシーゾーン,,2019-07-07,2019-09-10,1,65,HAMLET ハムレット,,39375.0,
170,1,1,22.2,セクシーゾーン,,2019-07-08,2019-09-10,1,64,HAMLET ハムレット,,39375.0,
171,1,1,22.2,セクシーゾーン,,2019-07-10,2019-09-10,1,62,HAMLET ハムレット,,39375.0,
172,1,1,22.2,セクシーゾーン,,2019-07-11,2019-09-10,1,61,HAMLET ハムレット,,39375.0,
173,1,1,22.2,セクシーゾーン,,2019-07-12,2019-09-10,1,60,HAMLET ハムレット,,39375.0,
174,1,1,22.2,セクシーゾーン,,2019-07-13,2019-09-10,1,59,HAMLET ハムレット,,39375.0,
175,1,1,22.2,セクシーゾーン,,2019-07-14,2019-09-10,1,58,HAMLET ハムレット,,38166.66666666666,
176,1,1,22.2,セクシーゾーン,,2019-07-15,2019-09-10,1,57,HAMLET ハムレット,,38166.66666666666,
177,1,1,22.2,セクシーゾーン,,2019-07-16,2019-09-10,1,56,HAMLET ハムレット,,38166.66666666666,
178,1,1,22.2,セクシーゾーン,,2019-07-17,2019-09-10,1,55,HAMLET ハムレット,,38166.66666666666,
179,1,1,22.2,セクシーゾーン,,2019-07-18,2019-09-10,1,54,HAMLET ハムレット,,38625.0,
180,1,1,22.2,セクシーゾーン,,2019-07-19,2019-09-10,1,53,HAMLET ハムレット,,38500.0,
181,1,1,22.2,セクシーゾーン,,2019-07-20,2019-09-10,1,52,HAMLET ハムレット,,38500.0,
182,1,1,22.2,セクシーゾーン,,2019-07-21,2019-09-10,1,51,HAMLET ハムレット,,38500.0,
183,1,1,22.2,セクシーゾーン,,2019-07-22,2019-09-10,1,50,HAMLET ハムレット,,38500.0,
184,1,1,22.2,セクシーゾーン,,2019-07-23,2019-09-10,1,49,HAMLET ハムレット,,38500.0,
185,1,1,22.2,セクシーゾーン,,2019-07-24,2019-09-10,1,48,HAMLET ハムレット,,38500.0,
186,1,1,22.2,セクシーゾーン,,2019-07-25,2019-09-10,1,47,HAMLET ハムレット,,37750.0,
187,1,1,22.2,セクシーゾーン,,2019-07-28,2019-09-10,1,44,HAMLET ハムレット,,36666.66666666666,
188,1,1,22.2,セクシーゾーン,,2019-07-29,2019-09-10,1,43,HAMLET ハムレット,,32500.0,
189,1,1,22.2,セクシーゾーン,,2019-07-30,2019-09-10,1,42,HAMLET ハムレット,,32500.0,
190,1,1,22.2,セクシーゾーン,,2019-07-31,2019-09-10,1,41,HAMLET ハムレット,,32500.0,
191,1,1,22.2,セクシーゾーン,,2019-08-01,2019-09-10,1,40,HAMLET ハムレット,,20000.0,
192,1,1,22.2,セクシーゾーン,,2019-08-04,2019-09-10,1,37,HAMLET ハムレット,,25000.0,
193,1,1,22.2,セクシーゾーン,,2019-08-05,2019-09-10,1,36,HAMLET ハムレット,,25000.0,
194,1,1,22.2,セクシーゾーン,,2019-08-07,2019-09-10,1,34,HAMLET ハムレット,,25000.0,
195,1,1,22.2,セクシーゾーン,,2019-08-08,2019-09-10,1,33,HAMLET ハムレット,,25000.0,
196,1,1,22.2,セクシーゾーン,,2019-08-10,2019-09-10,1,31,HAMLET ハムレット,,32500.0,
197,1,1,22.2,セクシーゾーン,,2019-08-11,2019-09-10,1,30,HAMLET ハムレット,,67000.0,
198,0,0,22.2,セクシーゾーン,,2019-06-07,2019-09-11,1,96,HAMLET ハムレット,,38750.0,
199,0,0,22.2,セクシーゾーン,,2019-06-08,2019-09-11,1,95,HAMLET ハムレット,,38750.0,
200,0,0,22.2,セクシーゾーン,,2019-06-09,2019-09-11,1,94,HAMLET ハムレット,,38750.0,
201,0,0,22.2,セクシーゾーン,,2019-06-10,2019-09-11,1,93,HAMLET ハムレット,,55000.0,
202,0,0,22.2,セクシーゾーン,,2019-06-11,2019-09-11,1,92,HAMLET ハムレット,,55000.0,
203,0,0,22.2,セクシーゾーン,,2019-06-12,2019-09-11,1,91,HAMLET ハムレット,,55000.0,
204,0,0,22.2,セクシーゾーン,,2019-06-13,2019-09-11,1,90,HAMLET ハムレット,,55000.0,
205,1,1,22.2,セクシーゾーン,,2019-06-14,2019-09-11,1,89,HAMLET ハムレット,,55000.0,
206,1,1,22.2,セクシーゾーン,,2019-06-15,2019-09-11,1,88,HAMLET ハムレット,,55000.0,
207,1,1,22.2,セクシーゾーン,,2019-06-16,2019-09-11,1,87,HAMLET ハムレット,,55000.0,
208,1,1,22.2,セクシーゾーン,,2019-06-17,2019-09-11,1,86,HAMLET ハムレット,,55000.0,
209,1,1,22.2,セクシーゾーン,,2019-06-18,2019-09-11,1,85,HAMLET ハムレット,,55000.0,
210,1,1,22.2,セクシーゾーン,,2019-06-19,2019-09-11,1,84,HAMLET ハムレット,,55000.0,
211,1,1,22.2,セクシーゾーン,,2019-06-20,2019-09-11,1,83,HAMLET ハムレット,,55000.0,
212,1,1,22.2,セクシーゾーン,,2019-06-21,2019-09-11,1,82,HAMLET ハムレット,,55000.0,
213,1,1,22.2,セクシーゾーン,,2019-06-22,2019-09-11,1,81,HAMLET ハムレット,,55000.0,
214,1,1,22.2,セクシーゾーン,,2019-06-23,2019-09-11,1,80,HAMLET ハムレット,,55000.0,
215,1,1,22.2,セクシーゾーン,,2019-06-24,2019-09-11,1,79,HAMLET ハムレット,,55000.0,
216,1,1,22.2,セクシーゾーン,,2019-06-25,2019-09-11,1,78,HAMLET ハムレット,,55000.0,
217,1,1,22.2,セクシーゾーン,,2019-06-26,2019-09-11,1,77,HAMLET ハムレット,,55000.0,
218,1,1,22.2,セクシーゾーン,,2019-07-13,2019-09-11,1,60,HAMLET ハムレット,,21500.0,
219,1,1,22.2,セクシーゾーン,,2019-07-28,2019-09-11,1,45,HAMLET ハムレット,,21890.0,
220,1,1,22.2,セクシーゾーン,,2019-07-29,2019-09-11,1,44,HAMLET ハムレット,,50000.0,
221,1,1,22.2,セクシーゾーン,,2019-07-30,2019-09-11,1,43,HAMLET ハムレット,,36500.0,
222,1,1,22.2,セクシーゾーン,,2019-07-31,2019-09-11,1,42,HAMLET ハムレット,,36500.0,
223,1,1,22.2,セクシーゾーン,,2019-08-01,2019-09-11,1,41,HAMLET ハムレット,,48000.0,
224,1,1,22.2,セクシーゾーン,,2019-08-02,2019-09-11,1,40,HAMLET ハムレット,,40000.0,
225,1,1,22.2,セクシーゾーン,,2019-08-03,2019-09-11,1,39,HAMLET ハムレット,,40000.0,
226,1,1,22.2,セクシーゾーン,,2019-08-04,2019-09-11,1,38,HAMLET ハムレット,,40000.0,
227,1,1,22.2,セクシーゾーン,,2019-08-05,2019-09-11,1,37,HAMLET ハムレット,,40000.0,
228,1,1,22.2,セクシーゾーン,,2019-08-07,2019-09-11,1,35,HAMLET ハムレット,,39250.0,
229,1,1,22.2,セクシーゾーン,,2019-08-08,2019-09-11,1,34,HAMLET ハムレット,,39250.0,
230,1,1,22.2,セクシーゾーン,,2019-08-10,2019-09-11,1,32,HAMLET ハムレット,,36750.0,
231,1,1,22.2,セクシーゾーン,,2019-08-11,2019-09-11,1,31,HAMLET ハムレット,,59875.0,
232,0,0,22.2,セクシーゾーン,,2019-06-07,2019-09-13,1,98,HAMLET ハムレット,,37500.0,
233,0,0,22.2,セクシーゾーン,,2019-06-08,2019-09-13,1,97,HAMLET ハムレット,,48000.0,
234,0,0,22.2,セクシーゾーン,,2019-06-09,2019-09-13,1,96,HAMLET ハムレット,,48000.0,
235,0,0,22.2,セクシーゾーン,,2019-06-10,2019-09-13,1,95,HAMLET ハムレット,,62000.0,
236,0,0,22.2,セクシーゾーン,,2019-06-11,2019-09-13,1,94,HAMLET ハムレット,,69000.0,
237,0,0,22.2,セクシーゾーン,,2019-06-12,2019-09-13,1,93,HAMLET ハムレット,,69000.0,
