name,collected_at,left_days,price_per_unit,is_jannies,after,after_and_is_jannies
HAMLET ハムレット,2019-06-23,101,42500.0,1,1,1
HAMLET ハムレット,2019-06-23,103,26250.0,1,1,1
HAMLET ハムレット,2019-06-23,104,25125.0,1,1,1
HAMLET ハムレット,2019-06-23,105,52900.0,1,1,1
HAMLET ハムレット,2019-06-23,108,36214.28571428572,1,1,1
HAMLET ハムレット,2019-06-23,110,27916.666666666668,1,1,1
HAMLET ハムレット,2019-06-23,111,37462.96296296296,1,1,1
HAMLET ハムレット,2019-06-23,112,39000.0,1,1,1
HAMLET ハムレット,2019-06-24,76,63017.25,1,1,1
HAMLET ハムレット,2019-06-24,77,60000.0,1,1,1
HAMLET ハムレット,2019-06-24,78,36600.0,1,1,1
HAMLET ハムレット,2019-06-24,79,55000.0,1,1,1
HAMLET ハムレット,2019-06-24,81,62000.0,1,1,1
HAMLET ハムレット,2019-06-24,82,43125.0,1,1,1
HAMLET ハムレット,2019-06-24,84,28000.0,1,1,1
HAMLET ハムレット,2019-06-24,85,22500.0,1,1,1
HAMLET ハムレット,2019-06-24,86,42500.0,1,1,1
HAMLET ハムレット,2019-06-24,88,45000.0,1,1,1
HAMLET ハムレット,2019-06-24,89,26775.0,1,1,1
HAMLET ハムレット,2019-06-24,92,28361.11111111111,1,1,1
HAMLET ハムレット,2019-06-24,93,45000.0,1,1,1
HAMLET ハムレット,2019-06-24,96,37500.0,1,1,1
HAMLET ハムレット,2019-06-24,97,25000.0,1,1,1
HAMLET ハムレット,2019-06-24,98,25000.0,1,1,1
HAMLET ハムレット,2019-06-24,99,31400.0,1,1,1
HAMLET ハムレット,2019-06-24,100,42500.0,1,1,1
HAMLET ハムレット,2019-06-24,102,26250.0,1,1,1
HAMLET ハムレット,2019-06-24,103,25125.0,1,1,1
HAMLET ハムレット,2019-06-24,104,52900.0,1,1,1
HAMLET ハムレット,2019-06-24,107,36214.28571428572,1,1,1
HAMLET ハムレット,2019-06-24,109,27916.666666666668,1,1,1
HAMLET ハムレット,2019-06-24,110,37145.833333333336,1,1,1
HAMLET ハムレット,2019-06-25,75,58972.22222222222,1,1,1
HAMLET ハムレット,2019-06-25,76,40000.0,1,1,1
HAMLET ハムレット,2019-06-25,77,36600.0,1,1,1
HAMLET ハムレット,2019-06-25,78,55000.0,1,1,1
HAMLET ハムレット,2019-06-25,80,62000.0,1,1,1
HAMLET ハムレット,2019-06-25,81,52500.0,1,1,1
HAMLET ハムレット,2019-06-25,83,27375.0,1,1,1
HAMLET ハムレット,2019-06-25,84,22500.0,1,1,1
HAMLET ハムレット,2019-06-25,85,25000.0,1,1,1
HAMLET ハムレット,2019-06-25,87,44166.666666666664,1,1,1
HAMLET ハムレット,2019-06-25,88,28025.0,1,1,1
HAMLET ハムレット,2019-06-25,91,28194.444444444445,1,1,1
HAMLET ハムレット,2019-06-25,92,45000.0,1,1,1
HAMLET ハムレット,2019-06-25,95,37500.0,1,1,1
HAMLET ハムレット,2019-06-25,96,25000.0,1,1,1
HAMLET ハムレット,2019-06-25,97,25000.0,1,1,1
HAMLET ハムレット,2019-06-25,98,31400.0,1,1,1
HAMLET ハムレット,2019-06-25,99,40000.0,1,1,1
HAMLET ハムレット,2019-06-25,101,31666.666666666668,1,1,1
HAMLET ハムレット,2019-06-25,102,25125.0,1,1,1
HAMLET ハムレット,2019-06-25,103,52900.0,1,1,1
HAMLET ハムレット,2019-06-25,106,38500.0,1,1,1
HAMLET ハムレット,2019-06-25,108,26571.428571428572,1,1,1
HAMLET ハムレット,2019-06-25,109,33374.07407407407,1,1,1
HAMLET ハムレット,2019-06-25,110,39500.0,1,1,1
HAMLET ハムレット,2019-06-26,74,60343.75,1,1,1
HAMLET ハムレット,2019-06-26,75,40000.0,1,1,1
HAMLET ハムレット,2019-06-26,76,36600.0,1,1,1
HAMLET ハムレット,2019-06-26,77,55000.0,1,1,1
HAMLET ハムレット,2019-06-26,79,62000.0,1,1,1
HAMLET ハムレット,2019-06-26,80,52500.0,1,1,1
HAMLET ハムレット,2019-06-26,82,29500.0,1,1,1
HAMLET ハムレット,2019-06-26,83,22500.0,1,1,1
HAMLET ハムレット,2019-06-26,84,25000.0,1,1,1
HAMLET ハムレット,2019-06-26,86,44166.666666666664,1,1,1
HAMLET ハムレット,2019-06-26,87,25600.0,1,1,1
HAMLET ハムレット,2019-06-26,90,28166.666666666668,1,1,1
HAMLET ハムレット,2019-06-26,91,45000.0,1,1,1
HAMLET ハムレット,2019-06-26,93,45000.0,1,1,1
HAMLET ハムレット,2019-06-26,94,34166.666666666664,1,1,1
HAMLET ハムレット,2019-06-26,95,25000.0,1,1,1
HAMLET ハムレット,2019-06-26,96,25000.0,1,1,1
HAMLET ハムレット,2019-06-26,97,32592.85714285714,1,1,1
HAMLET ハムレット,2019-06-26,98,40000.0,1,1,1
HAMLET ハムレット,2019-06-26,100,30000.0,1,1,1
HAMLET ハムレット,2019-06-26,101,25125.0,1,1,1
HAMLET ハムレット,2019-06-26,102,52900.0,1,1,1
HAMLET ハムレット,2019-06-26,105,45833.333333333336,1,1,1
HAMLET ハムレット,2019-06-26,107,26571.428571428572,1,1,1
HAMLET ハムレット,2019-06-26,108,35202.083333333336,1,1,1
HAMLET ハムレット,2019-06-26,109,39500.0,1,1,1
HAMLET ハムレット,2019-06-27,73,60343.75,1,1,1
HAMLET ハムレット,2019-06-27,74,40000.0,1,1,1
HAMLET ハムレット,2019-06-27,75,36300.0,1,1,1
HAMLET ハムレット,2019-06-27,78,62000.0,1,1,1
HAMLET ハムレット,2019-06-27,79,48333.333333333336,1,1,1
HAMLET ハムレット,2019-06-27,81,29500.0,1,1,1
HAMLET ハムレット,2019-06-27,82,21750.0,1,1,1
HAMLET ハムレット,2019-06-27,83,25000.0,1,1,1
HAMLET ハムレット,2019-06-27,85,43666.666666666664,1,1,1
HAMLET ハムレット,2019-06-27,86,21840.0,1,1,1
HAMLET ハムレット,2019-06-27,89,28166.666666666668,1,1,1
HAMLET ハムレット,2019-06-27,90,46666.666666666664,1,1,1
HAMLET ハムレット,2019-06-27,92,45000.0,1,1,1
HAMLET ハムレット,2019-06-27,93,34166.666666666664,1,1,1
HAMLET ハムレット,2019-06-27,94,25000.0,1,1,1
HAMLET ハムレット,2019-06-27,95,25000.0,1,1,1
HAMLET ハムレット,2019-06-27,96,32592.85714285714,1,1,1
HAMLET ハムレット,2019-06-27,97,40000.0,1,1,1
HAMLET ハムレット,2019-06-27,99,30000.0,1,1,1
HAMLET ハムレット,2019-06-27,100,25125.0,1,1,1
HAMLET ハムレット,2019-06-27,101,52900.0,1,1,1
HAMLET ハムレット,2019-06-27,104,45833.333333333336,1,1,1
HAMLET ハムレット,2019-06-27,106,25468.75,1,1,1
HAMLET ハムレット,2019-06-27,107,36659.52380952381,1,1,1
HAMLET ハムレット,2019-06-27,108,39666.666666666664,1,1,1
HAMLET ハムレット,2019-06-28,72,60343.75,1,1,1
HAMLET ハムレット,2019-06-28,73,40000.0,1,1,1
HAMLET ハムレット,2019-06-28,74,36300.0,1,1,1
HAMLET ハムレット,2019-06-28,77,62000.0,1,1,1
HAMLET ハムレット,2019-06-28,78,48333.333333333336,1,1,1
HAMLET ハムレット,2019-06-28,80,28375.0,1,1,1
HAMLET ハムレット,2019-06-28,81,21750.0,1,1,1
HAMLET ハムレット,2019-06-28,82,25000.0,1,1,1
HAMLET ハムレット,2019-06-28,84,43666.666666666664,1,1,1
HAMLET ハムレット,2019-06-28,85,21840.0,1,1,1
HAMLET ハムレット,2019-06-28,88,28166.666666666668,1,1,1
HAMLET ハムレット,2019-06-28,89,46666.666666666664,1,1,1
HAMLET ハムレット,2019-06-28,91,45000.0,1,1,1
HAMLET ハムレット,2019-06-28,92,34583.333333333336,1,1,1
HAMLET ハムレット,2019-06-28,93,25000.0,1,1,1
HAMLET ハムレット,2019-06-28,94,25000.0,1,1,1
HAMLET ハムレット,2019-06-28,95,32592.85714285714,1,1,1
HAMLET ハムレット,2019-06-28,96,40000.0,1,1,1
HAMLET ハムレット,2019-06-28,98,30000.0,1,1,1
HAMLET ハムレット,2019-06-28,99,25125.0,1,1,1
HAMLET ハムレット,2019-06-28,100,52900.0,1,1,1
HAMLET ハムレット,2019-06-28,103,45833.333333333336,1,1,1
HAMLET ハムレット,2019-06-28,105,26821.428571428572,1,1,1
HAMLET ハムレット,2019-06-28,106,36488.09523809524,1,1,1
HAMLET ハムレット,2019-06-28,107,39700.0,1,1,1
HAMLET ハムレット,2019-06-29,71,60156.25,1,1,1
HAMLET ハムレット,2019-06-29,72,40000.0,1,1,1
HAMLET ハムレット,2019-06-29,73,40375.0,1,1,1
HAMLET ハムレット,2019-06-29,76,62000.0,1,1,1
HAMLET ハムレット,2019-06-29,77,48333.333333333336,1,1,1
HAMLET ハムレット,2019-06-29,79,35500.0,1,1,1
HAMLET ハムレット,2019-06-29,80,21750.0,1,1,1
HAMLET ハムレット,2019-06-29,81,25000.0,1,1,1
HAMLET ハムレット,2019-06-29,83,33000.0,1,1,1
HAMLET ハムレット,2019-06-29,84,21840.0,1,1,1
HAMLET ハムレット,2019-06-29,87,28166.666666666668,1,1,1
HAMLET ハムレット,2019-06-29,88,46666.666666666664,1,1,1
HAMLET ハムレット,2019-06-29,90,45000.0,1,1,1
HAMLET ハムレット,2019-06-29,91,34583.333333333336,1,1,1
HAMLET ハムレット,2019-06-29,92,25000.0,1,1,1
HAMLET ハムレット,2019-06-29,93,25000.0,1,1,1
HAMLET ハムレット,2019-06-29,94,32592.85714285714,1,1,1
HAMLET ハムレット,2019-06-29,95,40000.0,1,1,1
HAMLET ハムレット,2019-06-29,97,30000.0,1,1,1
HAMLET ハムレット,2019-06-29,98,25125.0,1,1,1
HAMLET ハムレット,2019-06-29,99,52900.0,1,1,1
HAMLET ハムレット,2019-06-29,102,44166.666666666664,1,1,1
HAMLET ハムレット,2019-06-29,104,26357.14285714286,1,1,1
HAMLET ハムレット,2019-06-29,105,35773.80952380953,1,1,1
HAMLET ハムレット,2019-06-29,106,32125.0,1,1,1
HAMLET ハムレット,2019-06-29,107,30000.0,1,1,1
HAMLET ハムレット,2019-07-01,69,58472.22222222222,1,1,1
HAMLET ハムレット,2019-07-01,70,40000.0,1,1,1
HAMLET ハムレット,2019-07-01,71,40166.666666666664,1,1,1
HAMLET ハムレット,2019-07-01,74,62000.0,1,1,1
HAMLET ハムレット,2019-07-01,75,48333.333333333336,1,1,1
HAMLET ハムレット,2019-07-01,77,35500.0,1,1,1
HAMLET ハムレット,2019-07-01,78,21750.0,1,1,1
HAMLET ハムレット,2019-07-01,79,25000.0,1,1,1
HAMLET ハムレット,2019-07-01,81,33000.0,1,1,1
HAMLET ハムレット,2019-07-01,82,21300.0,1,1,1
HAMLET ハムレット,2019-07-01,85,28138.88888888889,1,1,1
HAMLET ハムレット,2019-07-01,86,46666.666666666664,1,1,1
HAMLET ハムレット,2019-07-01,88,43000.0,1,1,1
HAMLET ハムレット,2019-07-01,89,34583.333333333336,1,1,1
HAMLET ハムレット,2019-07-01,90,25000.0,1,1,1
HAMLET ハムレット,2019-07-01,91,25000.0,1,1,1
HAMLET ハムレット,2019-07-01,92,31592.85714285714,1,1,1
HAMLET ハムレット,2019-07-01,93,40000.0,1,1,1
HAMLET ハムレット,2019-07-01,95,30000.0,1,1,1
HAMLET ハムレット,2019-07-01,96,25125.0,1,1,1
HAMLET ハムレット,2019-07-01,97,57416.666666666664,1,1,1
HAMLET ハムレット,2019-07-01,100,41200.0,1,1,1
HAMLET ハムレット,2019-07-01,102,26142.85714285714,1,1,1
HAMLET ハムレット,2019-07-01,103,37488.09523809524,1,1,1
HAMLET ハムレット,2019-07-01,104,32125.0,1,1,1
HAMLET ハムレット,2019-07-01,105,31000.0,1,1,1
HAMLET ハムレット,2019-07-02,68,58416.666666666664,1,1,1
HAMLET ハムレット,2019-07-02,69,40000.0,1,1,1
HAMLET ハムレット,2019-07-02,70,39375.0,1,1,1
HAMLET ハムレット,2019-07-02,73,59666.666666666664,1,1,1
HAMLET ハムレット,2019-07-02,74,48333.333333333336,1,1,1
HAMLET ハムレット,2019-07-02,76,35500.0,1,1,1
HAMLET ハムレット,2019-07-02,77,24666.666666666668,1,1,1
HAMLET ハムレット,2019-07-02,78,25000.0,1,1,1
HAMLET ハムレット,2019-07-02,80,33000.0,1,1,1
HAMLET ハムレット,2019-07-02,81,21287.5,1,1,1
HAMLET ハムレット,2019-07-02,84,28083.333333333332,1,1,1
HAMLET ハムレット,2019-07-02,85,46666.666666666664,1,1,1
HAMLET ハムレット,2019-07-02,87,43000.0,1,1,1
HAMLET ハムレット,2019-07-02,88,34583.333333333336,1,1,1
HAMLET ハムレット,2019-07-02,89,25000.0,1,1,1
HAMLET ハムレット,2019-07-02,90,25000.0,1,1,1
HAMLET ハムレット,2019-07-02,91,38893.75,1,1,1
HAMLET ハムレット,2019-07-02,92,40000.0,1,1,1
HAMLET ハムレット,2019-07-02,94,32333.333333333332,1,1,1
HAMLET ハムレット,2019-07-02,95,25125.0,1,1,1
HAMLET ハムレット,2019-07-02,96,57416.666666666664,1,1,1
HAMLET ハムレット,2019-07-02,99,41200.0,1,1,1
HAMLET ハムレット,2019-07-02,101,26142.85714285714,1,1,1
HAMLET ハムレット,2019-07-02,102,35083.333333333336,1,1,1
HAMLET ハムレット,2019-07-02,103,27625.0,1,1,1
HAMLET ハムレット,2019-07-03,67,65575.0,1,1,1
HAMLET ハムレット,2019-07-03,68,40000.0,1,1,1
HAMLET ハムレット,2019-07-03,69,39375.0,1,1,1
HAMLET ハムレット,2019-07-03,72,51000.0,1,1,1
HAMLET ハムレット,2019-07-03,73,48333.333333333336,1,1,1
HAMLET ハムレット,2019-07-03,75,35500.0,1,1,1
HAMLET ハムレット,2019-07-03,76,24666.666666666668,1,1,1
HAMLET ハムレット,2019-07-03,77,25000.0,1,1,1
HAMLET ハムレット,2019-07-03,79,33000.0,1,1,1
HAMLET ハムレット,2019-07-03,80,21287.5,1,1,1
HAMLET ハムレット,2019-07-03,83,28083.333333333332,1,1,1
HAMLET ハムレット,2019-07-03,84,46666.666666666664,1,1,1
HAMLET ハムレット,2019-07-03,86,43000.0,1,1,1
HAMLET ハムレット,2019-07-03,87,34583.333333333336,1,1,1
HAMLET ハムレット,2019-07-03,88,25000.0,1,1,1
HAMLET ハムレット,2019-07-03,89,25000.0,1,1,1
HAMLET ハムレット,2019-07-03,90,38893.75,1,1,1
HAMLET ハムレット,2019-07-03,91,40000.0,1,1,1
HAMLET ハムレット,2019-07-03,93,32333.333333333332,1,1,1
HAMLET ハムレット,2019-07-03,94,25125.0,1,1,1
HAMLET ハムレット,2019-07-03,95,57416.666666666664,1,1,1
HAMLET ハムレット,2019-07-03,98,41200.0,1,1,1
HAMLET ハムレット,2019-07-03,100,26142.85714285714,1,1,1
HAMLET ハムレット,2019-07-03,101,37488.09523809524,1,1,1
HAMLET ハムレット,2019-07-03,102,30500.0,1,1,1
HAMLET ハムレット,2019-07-04,66,73531.25,1,1,1
HAMLET ハムレット,2019-07-04,67,40000.0,1,1,1
HAMLET ハムレット,2019-07-04,68,39375.0,1,1,1
HAMLET ハムレット,2019-07-04,71,50750.0,1,1,1
HAMLET ハムレット,2019-07-04,72,48333.333333333336,1,1,1
HAMLET ハムレット,2019-07-04,74,35500.0,1,1,1
HAMLET ハムレット,2019-07-04,75,24666.666666666668,1,1,1
HAMLET ハムレット,2019-07-04,76,25000.0,1,1,1
HAMLET ハムレット,2019-07-04,78,33000.0,1,1,1
HAMLET ハムレット,2019-07-04,79,21287.5,1,1,1
HAMLET ハムレット,2019-07-04,82,27281.25,1,1,1
HAMLET ハムレット,2019-07-04,83,46666.666666666664,1,1,1
HAMLET ハムレット,2019-07-04,85,43000.0,1,1,1
HAMLET ハムレット,2019-07-04,86,34583.333333333336,1,1,1
HAMLET ハムレット,2019-07-04,87,25000.0,1,1,1
HAMLET ハムレット,2019-07-04,88,25000.0,1,1,1
HAMLET ハムレット,2019-07-04,89,38893.75,1,1,1
HAMLET ハムレット,2019-07-04,90,40000.0,1,1,1
HAMLET ハムレット,2019-07-04,92,32333.333333333332,1,1,1
HAMLET ハムレット,2019-07-04,93,25125.0,1,1,1
HAMLET ハムレット,2019-07-04,94,57416.666666666664,1,1,1
HAMLET ハムレット,2019-07-04,97,41200.0,1,1,1
HAMLET ハムレット,2019-07-04,99,25500.0,1,1,1
HAMLET ハムレット,2019-07-04,100,37488.09523809524,1,1,1
HAMLET ハムレット,2019-07-04,101,33285.71428571428,1,1,1
HAMLET ハムレット,2019-07-05,65,71178.57142857143,1,1,1
HAMLET ハムレット,2019-07-05,66,40000.0,1,1,1
HAMLET ハムレット,2019-07-05,67,39375.0,1,1,1
HAMLET ハムレット,2019-07-05,70,50750.0,1,1,1
HAMLET ハムレット,2019-07-05,71,48333.333333333336,1,1,1
HAMLET ハムレット,2019-07-05,73,35500.0,1,1,1
HAMLET ハムレット,2019-07-05,74,28500.0,1,1,1
HAMLET ハムレット,2019-07-05,75,25000.0,1,1,1
HAMLET ハムレット,2019-07-05,77,33000.0,1,1,1
HAMLET ハムレット,2019-07-05,78,21287.5,1,1,1
HAMLET ハムレット,2019-07-05,81,27156.25,1,1,1
HAMLET ハムレット,2019-07-05,82,46666.666666666664,1,1,1
HAMLET ハムレット,2019-07-05,84,43000.0,1,1,1
HAMLET ハムレット,2019-07-05,85,34583.333333333336,1,1,1
HAMLET ハムレット,2019-07-05,86,25000.0,1,1,1
HAMLET ハムレット,2019-07-05,87,25000.0,1,1,1
HAMLET ハムレット,2019-07-05,88,38893.75,1,1,1
HAMLET ハムレット,2019-07-05,89,40000.0,1,1,1
HAMLET ハムレット,2019-07-05,91,32333.333333333332,1,1,1
HAMLET ハムレット,2019-07-05,92,25125.0,1,1,1
HAMLET ハムレット,2019-07-05,93,57416.666666666664,1,1,1
HAMLET ハムレット,2019-07-05,96,41200.0,1,1,1
HAMLET ハムレット,2019-07-05,98,25500.0,1,1,1
HAMLET ハムレット,2019-07-05,99,37488.09523809524,1,1,1
HAMLET ハムレット,2019-07-05,100,33285.71428571428,1,1,1
HAMLET ハムレット,2019-07-06,64,71178.57142857143,1,1,1
HAMLET ハムレット,2019-07-06,65,40000.0,1,1,1
HAMLET ハムレット,2019-07-06,66,39375.0,1,1,1
HAMLET ハムレット,2019-07-06,69,50750.0,1,1,1
HAMLET ハムレット,2019-07-06,70,48333.333333333336,1,1,1
HAMLET ハムレット,2019-07-06,72,35500.0,1,1,1
HAMLET ハムレット,2019-07-06,73,28500.0,1,1,1
HAMLET ハムレット,2019-07-06,74,25000.0,1,1,1
HAMLET ハムレット,2019-07-06,76,33000.0,1,1,1
HAMLET ハムレット,2019-07-06,77,22537.5,1,1,1
HAMLET ハムレット,2019-07-06,80,27694.444444444445,1,1,1
HAMLET ハムレット,2019-07-06,81,46666.666666666664,1,1,1
HAMLET ハムレット,2019-07-06,83,43000.0,1,1,1
HAMLET ハムレット,2019-07-06,84,30833.333333333332,1,1,1
HAMLET ハムレット,2019-07-06,85,25000.0,1,1,1
HAMLET ハムレット,2019-07-06,86,25000.0,1,1,1
HAMLET ハムレット,2019-07-06,87,38893.75,1,1,1
HAMLET ハムレット,2019-07-06,88,40000.0,1,1,1
HAMLET ハムレット,2019-07-06,90,32333.333333333332,1,1,1
HAMLET ハムレット,2019-07-06,91,25125.0,1,1,1
HAMLET ハムレット,2019-07-06,92,56916.666666666664,1,1,1
HAMLET ハムレット,2019-07-06,95,41200.0,1,1,1
HAMLET ハムレット,2019-07-06,97,25500.0,1,1,1
HAMLET ハムレット,2019-07-06,98,40458.333333333336,1,1,1
HAMLET ハムレット,2019-07-06,99,33285.71428571428,1,1,1
HAMLET ハムレット,2019-07-07,63,71178.57142857143,1,1,1
HAMLET ハムレット,2019-07-07,64,40000.0,1,1,1
HAMLET ハムレット,2019-07-07,65,39375.0,1,1,1
HAMLET ハムレット,2019-07-07,68,50750.0,1,1,1
HAMLET ハムレット,2019-07-07,69,48333.333333333336,1,1,1
HAMLET ハムレット,2019-07-07,71,35500.0,1,1,1
HAMLET ハムレット,2019-07-07,72,28500.0,1,1,1
HAMLET ハムレット,2019-07-07,73,25000.0,1,1,1
HAMLET ハムレット,2019-07-07,75,33000.0,1,1,1
HAMLET ハムレット,2019-07-07,76,22500.0,1,1,1
HAMLET ハムレット,2019-07-07,79,27694.444444444445,1,1,1
HAMLET ハムレット,2019-07-07,80,46666.666666666664,1,1,1
HAMLET ハムレット,2019-07-07,82,43000.0,1,1,1
HAMLET ハムレット,2019-07-07,83,30833.333333333332,1,1,1
HAMLET ハムレット,2019-07-07,84,25000.0,1,1,1
HAMLET ハムレット,2019-07-07,85,25000.0,1,1,1
HAMLET ハムレット,2019-07-07,86,38893.75,1,1,1
HAMLET ハムレット,2019-07-07,87,40000.0,1,1,1
HAMLET ハムレット,2019-07-07,89,32333.333333333332,1,1,1
HAMLET ハムレット,2019-07-07,90,25125.0,1,1,1
HAMLET ハムレット,2019-07-07,91,56916.666666666664,1,1,1
HAMLET ハムレット,2019-07-07,94,41200.0,1,1,1
HAMLET ハムレット,2019-07-07,96,25500.0,1,1,1
HAMLET ハムレット,2019-07-07,97,40458.333333333336,1,1,1
HAMLET ハムレット,2019-07-07,98,33285.71428571428,1,1,1
HAMLET ハムレット,2019-07-08,62,71178.57142857143,1,1,1
HAMLET ハムレット,2019-07-08,63,30000.0,1,1,1
HAMLET ハムレット,2019-07-08,64,39375.0,1,1,1
HAMLET ハムレット,2019-07-08,67,50750.0,1,1,1
HAMLET ハムレット,2019-07-08,68,48333.333333333336,1,1,1
HAMLET ハムレット,2019-07-08,70,35500.0,1,1,1
HAMLET ハムレット,2019-07-08,71,28500.0,1,1,1
HAMLET ハムレット,2019-07-08,72,25000.0,1,1,1
HAMLET ハムレット,2019-07-08,74,33000.0,1,1,1
HAMLET ハムレット,2019-07-08,75,22500.0,1,1,1
HAMLET ハムレット,2019-07-08,78,27694.444444444445,1,1,1
HAMLET ハムレット,2019-07-08,79,46666.666666666664,1,1,1
HAMLET ハムレット,2019-07-08,81,43000.0,1,1,1
HAMLET ハムレット,2019-07-08,82,30833.333333333332,1,1,1
HAMLET ハムレット,2019-07-08,83,25000.0,1,1,1
HAMLET ハムレット,2019-07-08,84,25000.0,1,1,1
HAMLET ハムレット,2019-07-08,85,36393.75,1,1,1
HAMLET ハムレット,2019-07-08,86,40000.0,1,1,1
HAMLET ハムレット,2019-07-08,88,32333.333333333332,1,1,1
HAMLET ハムレット,2019-07-08,89,25125.0,1,1,1
HAMLET ハムレット,2019-07-08,90,56666.666666666664,1,1,1
HAMLET ハムレット,2019-07-08,93,41200.0,1,1,1
HAMLET ハムレット,2019-07-08,95,25500.0,1,1,1
HAMLET ハムレット,2019-07-08,96,40458.333333333336,1,1,1
HAMLET ハムレット,2019-07-08,97,33285.71428571428,1,1,1
HAMLET ハムレット,2019-07-10,60,70821.42857142857,1,1,1
HAMLET ハムレット,2019-07-10,61,30000.0,1,1,1
HAMLET ハムレット,2019-07-10,62,39375.0,1,1,1
HAMLET ハムレット,2019-07-10,65,50750.0,1,1,1
HAMLET ハムレット,2019-07-10,66,48333.333333333336,1,1,1
HAMLET ハムレット,2019-07-10,68,35500.0,1,1,1
HAMLET ハムレット,2019-07-10,69,28500.0,1,1,1
HAMLET ハムレット,2019-07-10,70,25000.0,1,1,1
HAMLET ハムレット,2019-07-10,72,33000.0,1,1,1
HAMLET ハムレット,2019-07-10,73,22500.0,1,1,1
HAMLET ハムレット,2019-07-10,76,28843.75,1,1,1
HAMLET ハムレット,2019-07-10,77,46666.666666666664,1,1,1
HAMLET ハムレット,2019-07-10,79,43000.0,1,1,1
HAMLET ハムレット,2019-07-10,80,30833.333333333332,1,1,1
HAMLET ハムレット,2019-07-10,81,25000.0,1,1,1
HAMLET ハムレット,2019-07-10,82,25000.0,1,1,1
HAMLET ハムレット,2019-07-10,83,36393.75,1,1,1
HAMLET ハムレット,2019-07-10,84,40000.0,1,1,1
HAMLET ハムレット,2019-07-10,86,32333.333333333332,1,1,1
HAMLET ハムレット,2019-07-10,87,25125.0,1,1,1
HAMLET ハムレット,2019-07-10,88,56666.666666666664,1,1,1
HAMLET ハムレット,2019-07-10,91,41200.0,1,1,1
HAMLET ハムレット,2019-07-10,93,24000.0,1,1,1
HAMLET ハムレット,2019-07-10,94,40125.0,1,1,1
HAMLET ハムレット,2019-07-10,95,33285.71428571428,1,1,1
HAMLET ハムレット,2019-07-11,59,70821.42857142857,1,1,1
HAMLET ハムレット,2019-07-11,60,30000.0,1,1,1
HAMLET ハムレット,2019-07-11,61,39375.0,1,1,1
HAMLET ハムレット,2019-07-11,64,50750.0,1,1,1
HAMLET ハムレット,2019-07-11,65,46666.666666666664,1,1,1
HAMLET ハムレット,2019-07-11,67,35500.0,1,1,1
HAMLET ハムレット,2019-07-11,68,28500.0,1,1,1
HAMLET ハムレット,2019-07-11,69,25000.0,1,1,1
HAMLET ハムレット,2019-07-11,71,33000.0,1,1,1
HAMLET ハムレット,2019-07-11,72,22500.0,1,1,1
HAMLET ハムレット,2019-07-11,75,28392.85714285714,1,1,1
HAMLET ハムレット,2019-07-11,76,46666.666666666664,1,1,1
HAMLET ハムレット,2019-07-11,78,43000.0,1,1,1
HAMLET ハムレット,2019-07-11,79,30833.333333333332,1,1,1
HAMLET ハムレット,2019-07-11,80,25000.0,1,1,1
HAMLET ハムレット,2019-07-11,81,25000.0,1,1,1
HAMLET ハムレット,2019-07-11,82,36393.75,1,1,1
HAMLET ハムレット,2019-07-11,83,40000.0,1,1,1
HAMLET ハムレット,2019-07-11,85,32333.333333333332,1,1,1
HAMLET ハムレット,2019-07-11,86,25125.0,1,1,1
HAMLET ハムレット,2019-07-11,87,56666.666666666664,1,1,1
HAMLET ハムレット,2019-07-11,90,41200.0,1,1,1
HAMLET ハムレット,2019-07-11,92,23857.14285714286,1,1,1
HAMLET ハムレット,2019-07-11,93,37107.142857142855,1,1,1
HAMLET ハムレット,2019-07-11,94,33285.71428571428,1,1,1
HAMLET ハムレット,2019-07-12,58,70821.42857142857,1,1,1
HAMLET ハムレット,2019-07-12,59,35000.0,1,1,1
HAMLET ハムレット,2019-07-12,60,39375.0,1,1,1
HAMLET ハムレット,2019-07-12,63,49666.666666666664,1,1,1
HAMLET ハムレット,2019-07-12,64,50000.0,1,1,1
HAMLET ハムレット,2019-07-12,66,35500.0,1,1,1
HAMLET ハムレット,2019-07-12,67,28500.0,1,1,1
HAMLET ハムレット,2019-07-12,68,25000.0,1,1,1
HAMLET ハムレット,2019-07-12,70,33000.0,1,1,1
HAMLET ハムレット,2019-07-12,71,22500.0,1,1,1
HAMLET ハムレット,2019-07-12,74,28250.0,1,1,1
HAMLET ハムレット,2019-07-12,75,46666.666666666664,1,1,1
HAMLET ハムレット,2019-07-12,77,40000.0,1,1,1
HAMLET ハムレット,2019-07-12,78,30833.333333333332,1,1,1
HAMLET ハムレット,2019-07-12,79,25000.0,1,1,1
HAMLET ハムレット,2019-07-12,80,25000.0,1,1,1
HAMLET ハムレット,2019-07-12,81,36393.75,1,1,1
HAMLET ハムレット,2019-07-12,82,40000.0,1,1,1
HAMLET ハムレット,2019-07-12,84,32333.333333333332,1,1,1
HAMLET ハムレット,2019-07-12,85,25125.0,1,1,1
HAMLET ハムレット,2019-07-12,86,56666.666666666664,1,1,1
HAMLET ハムレット,2019-07-12,89,41200.0,1,1,1
HAMLET ハムレット,2019-07-12,91,24625.0,1,1,1
HAMLET ハムレット,2019-07-12,92,36892.857142857145,1,1,1
HAMLET ハムレット,2019-07-12,93,32166.666666666668,1,1,1
HAMLET ハムレット,2019-07-12,94,32500.0,1,1,1
