name,date,collected_at,left_days,is_jannies,available,price_per_deal,unit,price_per_unit,after,after_and_js_jannies,artistname,age
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-21,2019-06-17,4,1,1,18000,2,9000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,6000,1,6000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,7500,2,3750.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,12000,2,6000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,13000,2,6500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,13000,3,4333.333333333333,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,15000,1,15000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,16000,2,8000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,16500,2,8250.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,17000,1,17000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,17000,2,8500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,17000,2,8500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,17000,2,8500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,17000,1,17000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,17000,2,8500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,17500,2,8750.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,17500,2,8750.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,18000,2,9000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,18000,2,9000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,18000,2,9000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,19000,2,9500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,19000,2,9500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,19800,1,19800.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,20000,1,20000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,20000,2,10000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,20000,2,10000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,20000,2,10000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,24500,2,12250.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,25000,2,12500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,28000,1,28000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,30000,1,30000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,30000,1,30000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,30000,2,15000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,32000,3,10666.666666666666,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,35000,2,17500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,35000,4,8750.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,40000,2,20000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,40000,2,20000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,40000,1,40000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,40000,2,20000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,45000,2,22500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,50000,2,25000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,1,60000,2,30000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,65000,2,32500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-22,2019-06-17,5,1,0,80000,1,80000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,6700,1,6700.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,6800,1,6800.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7000,2,3500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7000,1,7000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7000,2,3500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7000,1,7000.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7500,1,7500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,1,7500,2,3750.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,1,7500,2,3750.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,1,7500,2,3750.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7500,1,7500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7500,2,3750.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7500,1,7500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7500,1,7500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7500,1,7500.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7500,2,3750.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7500,2,3750.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7500,2,3750.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7500,2,3750.0,1,1,キスマイフットツー,30.5
Kis-My-Ft2 キスマイフットツー LIVE TOUR 2019 FREE HUGS!,2019-06-23,2019-06-17,6,1,0,7800,2,3900.0,1,1,キスマイフットツー,30.5
